member_supplier_name~membership_number~catalogue_name~brand_name~label_name~appa_product_code~product_code~product_name~product_code_group~categorisation~category_ /_sub category~Memento Category~additional_keywords~product_tags~discontinued_stock~product_description~description_additional~product_features~product_materials~product_item_size~product_packaging_inner~product_image_file_name~alternate_views_image_file_names~group_image_file_name~colours_available_appa~colours_available_supplier~colour_image_file_names~colour_product_codes~product_sizes~size_images~size_product_code~decoration_options_available~decoration_areas~indent_only~branded~custom_field_1~custom_field_2~custom_field_3~price_decoration_description~decoration position ~decoration color~decoration_type~price_product_code~price_notes~MOQ~IOQ~qty_1~sell_1~qty_2~sell_2~qty_3~sell_3~qty_4~sell_4~qty_5~sell_5~qty_6~sell_6~qty_7~sell_7~qty_8~sell_8~additional_charges_name1~additional_charge_value1~Set-up Charge~additional_charges_notes1~additional_charges_name2~additional_charge_value2~additional_charges_notes2~carton_height~carton_width~carton_depth~carton_weight~carton_qty~carton_cubic~carton_notes~freight_description~product_URL
1654~2164~The Range 2017~~~~21M9147~A5 Zippered Leather Compendium~21M9147~21M21M9147~Compendiums/Leather Zippered | ~Stationery | Compendiums~Compendium |  Leather Zippered |  side entry pad |  Black~~FALSE~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally it has a gusseted pocket and sections to hold business and credit cards. Supplied with a spiral pad this compendium can also hold a standard top inserted.~Will accommodate a side entry pad.~~Full grain leather~265mm(h) x 190mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 210mm(w) x 270mm(h) x 45mm(d).~9147_3.jpg~9147_1.jpg | 9147_2.jpg | 9147_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 120mm(h) x 120mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + Deboss~1 position~Tone on tone~Deboss~Blind Emboss~~10~~10~60.86~25~55.22~50~49.53~100~43.50~250~38.75~500~37.13~1000~36.78~2500~36.36~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~475~419~295~16.5~25~0.058712375~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9147
1655~2164~The Range 2017~~~~21M9147~A5 Zippered Leather Compendium~21M9147~21M21M9147~Compendiums/Leather Zippered | ~Stationery | Compendiums~Compendium |  Leather Zippered |  side entry pad |  Black~~FALSE~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally it has a gusseted pocket and sections to hold business and credit cards. Supplied with a spiral pad this compendium can also hold a standard top inserted.~Will accommodate a side entry pad.~~Full grain leather~265mm(h) x 190mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 210mm(w) x 270mm(h) x 45mm(d).~9147_3.jpg~9147_1.jpg | 9147_2.jpg | 9147_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 120mm(h) x 120mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 Colour Foil Filled Deboss (1 colour)~1 position~1 colour~Foil Filled Deboss~Foil Filled Emboss~~10~~10~64.32~25~57.72~50~51.15~100~44.84~250~40.00~500~38.38~1000~38.03~2500~37.61~Setup~195~275~Repeat Setup Cost: $40~Pre Production Sample~~$195~475~419~295~16.5~25~0.058712375~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9147
1656~2164~The Range 2017~~~~21M9147~A5 Zippered Leather Compendium~21M9147~21M21M9147~Compendiums/Leather Zippered | ~Stationery | Compendiums~Compendium |  Leather Zippered |  side entry pad |  Black~~FALSE~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally it has a gusseted pocket and sections to hold business and credit cards. Supplied with a spiral pad this compendium can also hold a standard top inserted.~Will accommodate a side entry pad.~~Full grain leather~265mm(h) x 190mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 210mm(w) x 270mm(h) x 45mm(d).~9147_3.jpg~9147_1.jpg | 9147_2.jpg | 9147_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 120mm(h) x 120mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 Colour Foil Filled Deboss (2 colours)~1 position~2 colour~Foil Filled Deboss~Foil Filled Emboss~~10~~10~65.88~25~59.22~50~52.60~100~46.19~250~41.25~500~39.63~1000~39.28~2500~38.86~Setup~235~330~Repeat Setup Cost: $40~Pre Production Sample~~$40~475~419~295~16.5~25~0.058712375~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9147
1657~2164~The Range 2017~~~~21M9147~A5 Zippered Leather Compendium~21M9147~21M21M9147~Compendiums/Leather Zippered | ~Stationery | Compendiums~Compendium |  Leather Zippered |  side entry pad |  Black~~FALSE~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally it has a gusseted pocket and sections to hold business and credit cards. Supplied with a spiral pad this compendium can also hold a standard top inserted.~Will accommodate a side entry pad.~~Full grain leather~265mm(h) x 190mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 210mm(w) x 270mm(h) x 45mm(d).~9147_3.jpg~9147_1.jpg | 9147_2.jpg | 9147_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 120mm(h) x 120mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 Colour Foil Stamp (1 colour)~1 position~1 colour~Foil Stamp~Foil Stamping~~10~~10~60.86~25~55.22~50~49.53~100~43.50~250~38.75~500~37.13~1000~36.78~2500~36.36~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~475~419~295~16.5~25~0.058712375~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9147
1658~2164~The Range 2017~~~~21M9147~A5 Zippered Leather Compendium~21M9147~21M21M9147~Compendiums/Leather Zippered | ~Stationery | Compendiums~Compendium |  Leather Zippered |  side entry pad |  Black~~FALSE~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally it has a gusseted pocket and sections to hold business and credit cards. Supplied with a spiral pad this compendium can also hold a standard top inserted.~Will accommodate a side entry pad.~~Full grain leather~265mm(h) x 190mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 210mm(w) x 270mm(h) x 45mm(d).~9147_3.jpg~9147_1.jpg | 9147_2.jpg | 9147_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 120mm(h) x 120mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 Colour Foil Stamp (2 colours)~1 position~2 colour~Foil Stamp~Foil Stamping~~10~~10~61.90~25~56.22~50~50.50~100~44.39~250~39.58~500~37.96~1000~37.61~2500~37.19~Setup~215~305~Repeat Setup Cost: $30~Pre Production Sample~~$30~475~419~295~16.5~25~0.058712375~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9147
1659~2164~The Range 2017~~~~21M9147~A5 Zippered Leather Compendium~21M9147~21M21M9147~Compendiums/Leather Zippered | ~Stationery | Compendiums~Compendium |  Leather Zippered |  side entry pad |  Black~~FALSE~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally it has a gusseted pocket and sections to hold business and credit cards. Supplied with a spiral pad this compendium can also hold a standard top inserted.~Will accommodate a side entry pad.~~Full grain leather~265mm(h) x 190mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 210mm(w) x 270mm(h) x 45mm(d).~9147_3.jpg~9147_1.jpg | 9147_2.jpg | 9147_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 120mm(h) x 120mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 position~1 colour~Pad Print~Pad Print~~10~~10~68.21~25~54.88~50~47.15~100~40.43~250~35.56~500~34.49~1000~34.42~2500~34.35~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~475~419~295~16.5~25~0.058712375~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9147
1660~2164~The Range 2017~~~~21M9147~A5 Zippered Leather Compendium~21M9147~21M21M9147~Compendiums/Leather Zippered | ~Stationery | Compendiums~Compendium |  Leather Zippered |  side entry pad |  Black~~FALSE~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally it has a gusseted pocket and sections to hold business and credit cards. Supplied with a spiral pad this compendium can also hold a standard top inserted.~Will accommodate a side entry pad.~~Full grain leather~265mm(h) x 190mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 210mm(w) x 270mm(h) x 45mm(d).~9147_3.jpg~9147_1.jpg | 9147_2.jpg | 9147_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 120mm(h) x 120mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~84.47~25~62.80~50~50.97~100~42.22~250~36.25~500~35.11~1000~35.04~2500~34.90~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~475~419~295~16.5~25~0.058712375~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9147
1661~2164~The Range 2017~~~~21M9147~A5 Zippered Leather Compendium~21M9147~21M21M9147~Compendiums/Leather Zippered | ~Stationery | Compendiums~Compendium |  Leather Zippered |  side entry pad |  Black~~FALSE~Manufactured from full grain leather this zippered compendium has a unique pen holder on the front cover. Internally it has a gusseted pocket and sections to hold business and credit cards. Supplied with a spiral pad this compendium can also hold a standard top inserted.~Will accommodate a side entry pad.~~Full grain leather~265mm(h) x 190mm(w) x 30mm(d)~Wrapped in white tissue paper. Presented in a 2 part black gift box. Packaging Size: 210mm(w) x 270mm(h) x 45mm(d).~9147_3.jpg~9147_1.jpg | 9147_2.jpg | 9147_4.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen - 120mm(h) x 120mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + Laser Engrave~1 position~Tone on tone~Laser Engrave~Laser Engrave~~10~~10~54.98~25~52.30~50~47.19~100~41.03~250~36.81~500~35.67~1000~35.53~2500~35.39~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~475~419~295~16.5~25~0.058712375~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9147
1662~2164~The Range 2017~~~~21M9161Y~Coloured Luggage Tag~21M9161~21M21M9161~Promotions/Conference Essentials | Home and Travel/Luggage Tags | Home and Travel/Travel | ~Travel | Luggage Tags~Home |  Travel |  Luggage Tags |  Travel |  Split |  leather |  luggage |  tag |  retangular |  shape |  yellow |  colour |  Yellow |  with |  silver |  buckle |  Split |  leather~~FALSE~Make your luggage easy to recognise with this handy yellow coloured split leather luggage tag.~~~Split leather~105mm(w) x 60mm(h)~Polybag~9161Y.jpg~9161Y_0011.jpg | 9161W.jpg | 9161R.jpg | 9161P.jpg | 9161G.jpg | 9161B.jpg ~~Blue (534) |  Green (381) |  Pink (496) | Red (186) |  White |  Yellow (107)~Blue (534) |  Green (381) |  Pink (496) | Red (186) |  White |  Yellow (107)~~~~~~Colour Print  |  Deboss  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Pad: 30mm(h) x 50mm(w).  Other Methods: Contact your decorator for applicability and size~FALSE~FALSE~Last created : 26/Aug/16~~~Item + Deboss~1 position~Tone on tone~Deboss~Blind Emboss~~25~~~~25~9.29~50~8.13~100~7.27~250~6.42~500~5.87~1000~5.29~2500~4.78~Setup~165~235~Repeat Setup Cost: $25~Pre Production Sample~~$165~480~280~390~10~300~0.052416~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9161Y
1663~2164~The Range 2017~~~~21M9161Y~Coloured Luggage Tag~21M9161~21M21M9161~Promotions/Conference Essentials | Home and Travel/Luggage Tags | Home and Travel/Travel | ~Travel | Luggage Tags~Home |  Travel |  Luggage Tags |  Travel |  Split |  leather |  luggage |  tag |  retangular |  shape |  yellow |  colour |  Yellow |  with |  silver |  buckle |  Split |  leather~~FALSE~Make your luggage easy to recognise with this handy yellow coloured split leather luggage tag.~~~Split leather~105mm(w) x 60mm(h)~Polybag~9161Y.jpg~9161Y_0011.jpg | 9161W.jpg | 9161R.jpg | 9161P.jpg | 9161G.jpg | 9161B.jpg ~~Blue (534) |  Green (381) |  Pink (496) | Red (186) |  White |  Yellow (107)~Blue (534) |  Green (381) |  Pink (496) | Red (186) |  White |  Yellow (107)~~~~~~Colour Print  |  Deboss  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Pad: 30mm(h) x 50mm(w).  Other Methods: Contact your decorator for applicability and size~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 Colour Foil Stamp (1 colour)~1 position~1 colour~Foil Stamp~Foil Stamping~~25~~~~25~9.29~50~8.13~100~7.27~250~6.42~500~5.87~1000~5.29~2500~4.78~Setup~165~235~Repeat Setup Cost: $25~Pre Production Sample~~$165~480~280~390~10~300~0.052416~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9161Y
1664~2164~The Range 2017~~~~21M9161Y~Coloured Luggage Tag~21M9161~21M21M9161~Promotions/Conference Essentials | Home and Travel/Luggage Tags | Home and Travel/Travel | ~Travel | Luggage Tags~Home |  Travel |  Luggage Tags |  Travel |  Split |  leather |  luggage |  tag |  retangular |  shape |  yellow |  colour |  Yellow |  with |  silver |  buckle |  Split |  leather~~FALSE~Make your luggage easy to recognise with this handy yellow coloured split leather luggage tag.~~~Split leather~105mm(w) x 60mm(h)~Polybag~9161Y.jpg~9161Y_0011.jpg | 9161W.jpg | 9161R.jpg | 9161P.jpg | 9161G.jpg | 9161B.jpg ~~Blue (534) |  Green (381) |  Pink (496) | Red (186) |  White |  Yellow (107)~Blue (534) |  Green (381) |  Pink (496) | Red (186) |  White |  Yellow (107)~~~~~~Colour Print  |  Deboss  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Pad: 30mm(h) x 50mm(w).  Other Methods: Contact your decorator for applicability and size~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 Colour Foil Stamp (2 colours)~1 position~2 colour~Foil Stamp~Foil Stamping~~25~~~~25~10.33~50~9.17~100~8.30~250~7.18~500~6.84~1000~6.19~2500~5.61~Setup~190~270~Repeat Setup Cost: $25~Pre Production Sample~~$25~480~280~390~10~300~0.052416~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9161Y
1665~2164~The Range 2017~~~~21M9161Y~Coloured Luggage Tag~21M9161~21M21M9161~Promotions/Conference Essentials | Home and Travel/Luggage Tags | Home and Travel/Travel | ~Travel | Luggage Tags~Home |  Travel |  Luggage Tags |  Travel |  Split |  leather |  luggage |  tag |  retangular |  shape |  yellow |  colour |  Yellow |  with |  silver |  buckle |  Split |  leather~~FALSE~Make your luggage easy to recognise with this handy yellow coloured split leather luggage tag.~~~Split leather~105mm(w) x 60mm(h)~Polybag~9161Y.jpg~9161Y_0011.jpg | 9161W.jpg | 9161R.jpg | 9161P.jpg | 9161G.jpg | 9161B.jpg ~~Blue (534) |  Green (381) |  Pink (496) | Red (186) |  White |  Yellow (107)~Blue (534) |  Green (381) |  Pink (496) | Red (186) |  White |  Yellow (107)~~~~~~Colour Print  |  Deboss  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Pad: 30mm(h) x 50mm(w).  Other Methods: Contact your decorator for applicability and size~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 position~1 colour~Pad Print~Pad Print~~10~~10~24.43~25~13.18~50~8.86~100~6.66~250~5.15~500~4.79~1000~4.40~2500~4.01~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~480~280~390~10~300~0.052416~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9161Y
1666~2164~The Range 2017~~~~21M9161Y~Coloured Luggage Tag~21M9161~21M21M9161~Promotions/Conference Essentials | Home and Travel/Luggage Tags | Home and Travel/Travel | ~Travel | Luggage Tags~Home |  Travel |  Luggage Tags |  Travel |  Split |  leather |  luggage |  tag |  retangular |  shape |  yellow |  colour |  Yellow |  with |  silver |  buckle |  Split |  leather~~FALSE~Make your luggage easy to recognise with this handy yellow coloured split leather luggage tag.~~~Split leather~105mm(w) x 60mm(h)~Polybag~9161Y.jpg~9161Y_0011.jpg | 9161W.jpg | 9161R.jpg | 9161P.jpg | 9161G.jpg | 9161B.jpg ~~Blue (534) |  Green (381) |  Pink (496) | Red (186) |  White |  Yellow (107)~Blue (534) |  Green (381) |  Pink (496) | Red (186) |  White |  Yellow (107)~~~~~~Colour Print  |  Deboss  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Pad: 30mm(h) x 50mm(w).  Other Methods: Contact your decorator for applicability and size~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~43.89~25~21.40~50~12.96~100~8.42~250~6.05~500~5.56~1000~5.07~2500~4.57~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~480~280~390~10~300~0.052416~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9161Y
1667~2164~The Range 2017~~~~21M9161Y~Coloured Luggage Tag~21M9161~21M21M9161~Promotions/Conference Essentials | Home and Travel/Luggage Tags | Home and Travel/Travel | ~Travel | Luggage Tags~Home |  Travel |  Luggage Tags |  Travel |  Split |  leather |  luggage |  tag |  retangular |  shape |  yellow |  colour |  Yellow |  with |  silver |  buckle |  Split |  leather~~FALSE~Make your luggage easy to recognise with this handy yellow coloured split leather luggage tag.~~~Split leather~105mm(w) x 60mm(h)~Polybag~9161Y.jpg~9161Y_0011.jpg | 9161W.jpg | 9161R.jpg | 9161P.jpg | 9161G.jpg | 9161B.jpg ~~Blue (534) |  Green (381) |  Pink (496) | Red (186) |  White |  Yellow (107)~Blue (534) |  Green (381) |  Pink (496) | Red (186) |  White |  Yellow (107)~~~~~~Colour Print  |  Deboss  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Pad: 30mm(h) x 50mm(w).  Other Methods: Contact your decorator for applicability and size~FALSE~FALSE~Last created : 26/Aug/16~~~Item + Laser Engrave~1 position~Tone on tone~Laser Engrave~Laser Engrave~~10~~10~11.54~25~10.85~50~9.26~100~7.70~250~6.69~500~6.44~1000~5.82~2500~5.26~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~480~280~390~10~300~0.052416~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9161Y
1668~2164~The Range 2017~~~~21M9163~A4 Zippered Compendium~21M9163~21M21M9163~Promotions/Back to Work | Promotions/What is HOT this Month | Compendiums/Non-Leather Zippered | Compendiums/Tablet Compatible | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Non-Leather Zippered |  Tablet Compatible |  Compendium |  office |  documents |  black |  Koskin |  imitation |  leather |  Samsung |  Galaxy |  Surface |  |  Black~~FALSE~In durable Imitation Leather~Features zippered closure, internal gusseted pocket, internal zippered pocket, business card holders, pen loop and lined pad which inserts from the top. Pen not included.  Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Koskin imitation leather~345mm(h) x 275mm(w) x 30mm(d)~Polybag~9163.jpg~9163_0012.jpg | 9163_0009.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 150mm(w) x 150mm(h).  Other Methods: Contact your decorator for applicability and size~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 Colour Screen Print (1 colour)~1 position~1 colour~Screen Print~Screen Print~~10~~10~37.58~25~29.27~50~25.27~100~22.68~250~20.16~500~18.10~1000~18.03~2500~17.96~Setup~75~105~Repeat Setup Cost: $40~Pre Production Sample~~$75.00 + $50.00 per colour + $40.00 per colour (if job proceeds)~520~305~365~15~15~0.057889~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9163
