member_supplier_name,membership_number,catalogue_name,brand_name,label_name,appa_product_code,product_code,product_name,product_code_group,categorisation,category_ /_sub category,Memento Category,additional_keywords,product_tags,discontinued_stock,product_description,description_additional,product_features,product_materials,product_item_size,product_packaging_inner,product_image_file_name,alternate_views_image_file_names,group_image_file_name,colours_available_appa,colours_available_supplier,colour_image_file_names,colour_product_codes,product_sizes,size_images,size_product_code,decoration_options_available,decoration_areas,indent_only,branded,custom_field_1,custom_field_2,custom_field_3,price_decoration_description,decoration position ,decoration color,decoration_type,price_product_code,price_notes,MOQ,IOQ,qty_1,sell_1,qty_2,sell_2,qty_3,sell_3,qty_4,sell_4,qty_5,sell_5,qty_6,sell_6,qty_7,sell_7,qty_8,sell_8,additional_charges_name1,additional_charge_value1,Set-up Charge,additional_charges_notes1,additional_charges_name2,additional_charge_value2,additional_charges_notes2,carton_height,carton_width,carton_depth,carton_weight,carton_qty,carton_cubic,carton_notes,freight_description,product_URL
1,S005115,Bags Stock - Grace Collection Products Catalogue V1,,,,14MG1000,Classic Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Zippered front pocket, Zippered pockets at each end, Large main compartment closes with double zip, Strong carry handle with wraparound velcro closure, Studded base for durability",,,600 Denier Nylon,60cm (W) x 33cm (H) x 27cm (D),,G1000.jpg,,,"Black/Yellow, Maroon/White, Navy/White, Black, Black/Red, Black/Royal","Black-Yellow, Maroon-White, Navy-White, Black, Black-Red, Black-Royal",,,,,,,"Top Panel: 20cm (W) x 15cm (H), Front Panel: 25cm (W) x 15cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,35.17,50,33.39,100,33.06,250,28.19,,, ,,,,,,,,75,,,,,,,,,"16 units-box, 55cm x 37cm x 52cm, 21kg",,,,
141,,Bags Stock - Grace Collection Products Catalogue V141,,,,14MG4103,Aspen Cooler Bag,,,,Bags | Cooler Bags,,,YES,"Zippered main compartment, Water proof plastic insert with Velcro for easy removal and cleaning, Front open pocket and one mesh pocket on the left, Adjustable carry handle and 6 litre capacity",,,210 denier nylon with 1 colour print design. High quality insulated foam,25cm (W) x 17cm (H) x 17cm (D),,G4103.jpg,,,Black/Royal and Black,Black-Royal and Black,,,,,,,Front Panel: 8cm (W) x 6cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,10.73,50,10.03,100,9.33,250,8.71,,,,,,,,,,,75,,,,,,,,,"30 units-box, 53cm x 48cm x 60cm, 7.5kgs",,,,
141,,Bags Stock - Grace Collection Products Catalogue V141,,,,14MG4103,Aspen Cooler Bag,,,,Bags | Cooler Bags,,,YES,"Zippered main compartment, Water proof plastic insert with Velcro for easy removal and cleaning, Front open pocket and one mesh pocket on the left, Adjustable carry handle and 6 litre capacity",,,210 denier nylon with 1 colour print design. High quality insulated foam,25cm (W) x 17cm (H) x 17cm (D),,G4103.jpg,,,Black/Royal and Black,Black-Royal and Black,,,,,,,Front Panel: 8cm (W) x 6cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,12.63,50,10.29,100,9.58,250,9.03,,,,,,,,,,,75,,,,,,,,,"30 units-box, 53cm x 48cm x 60cm, 7.5kgs",,,,
142,,Bags Stock - Grace Collection Products Catalogue V142,,,,14MG4199,Metric Cooler Bag,,,,Bags | Cooler Bags,,,YES,"Main zippered centre compartment, Inside mesh pocket with zipper, Front large zippered pockets, Zippered mesh pockets on both sides, Adjustable and detachable shoulder strap with carry handle",,,600 Denier Nylon with High Quality Insulating Foam,25cm (W) x 20cm (H) x 13cm (D),,G4199.jpg,,,"Black, Navy","Black, Navy",,,,,,,10cm (W) x 4cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,11.59,50,10.9,100,10.17,250,9.52,,,,,,,,,,,75,,,,,,,,,"40 units-box, 44cm x 38cm x 58cm, 15kg",,,,
142,,Bags Stock - Grace Collection Products Catalogue V142,,,,14MG4199,Metric Cooler Bag,,,,Bags | Cooler Bags,,,YES,"Main zippered centre compartment, Inside mesh pocket with zipper, Front large zippered pockets, Zippered mesh pockets on both sides, Adjustable and detachable shoulder strap with carry handle",,,600 Denier Nylon with High Quality Insulating Foam,25cm (W) x 20cm (H) x 13cm (D),,G4199.jpg,,,"Black, Navy","Black, Navy",,,,,,,10cm (W) x 4cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,13.49,50,11.16,100,10.42,250,9.84,,,,,,,,,,,75,,,,,,,,,"40 units-box, 44cm x 38cm x 58cm, 15kg",,,,
143,,Bags Stock - Grace Collection Products Catalogue V143,,,,14MG4201,Single Wine Bottle Holder,,,,Bags | Wine Carriers,,,YES,Open compartment with carry handlet,,,Neoprene Material,13cm (W) x 40cm (H),,"G4201_A.jpg, G4201_B.jpg",,,"Black, Lime, Bottle, Royal, Red, Fluro Orange","Black, Lime, Bottle, Royal, Red, Fluro Orange",,,,,,,8cm (W) x 18cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,9,50,8.3,100,7.96,250,7.1,,,,,,,,,,,75,,,,,,,,,"100 units-box, 56cm x 40cm x 24cm, 15.8kg",,,,
143,,Bags Stock - Grace Collection Products Catalogue V143,,,,14MG4201,Single Wine Bottle Holder,,,,Bags | Wine Carriers,,,YES,Open compartment with carry handlet,,,Neoprene Material,13cm (W) x 40cm (H),,"G4201_A.jpg, G4201_B.jpg",,,"Black, Lime, Bottle, Royal, Red, Fluro Orange","Black, Lime, Bottle, Royal, Red, Fluro Orange",,,,,,,8cm (W) x 18cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,10.9,50,8.56,100,8.22,250,7.42,,,,,,,,,,,75,,,,,,,,,"100 units-box, 56cm x 40cm x 24cm, 15.8kg",,,,
144,,Bags Stock - Grace Collection Products Catalogue V144,,,,14MG4202,Double Wine Bottle Holder,,,,Bags | Wine Carriers,,,YES,Open compartment with carry handle,,,Neoprene Material,26cm (W) x 40cm (H),,"G4202_A.jpg, G4202_B.jpg",,,"Black, Lime, Bottle, Royal, Red, Fluro Orange","Black, Lime, Bottle, Royal, Red, Fluro Orange",,,,,,,"Front Top Area: 10cm (W) x 4cm (H), Front Side Area: 8cm (W) x 18cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,10.73,50,10.03,100,9.33,250,8.71,,,,,,,,,,,75,,,,,,,,,"100 units-box, 54cm x 41cm x 40cm, 15.8kg",,,,
144,,Bags Stock - Grace Collection Products Catalogue V144,,,,14MG4202,Double Wine Bottle Holder,,,,Bags | Wine Carriers,,,YES,Open compartment with carry handle,,,Neoprene Material,26cm (W) x 40cm (H),,"G4202_A.jpg, G4202_B.jpg",,,"Black, Lime, Bottle, Royal, Red, Fluro Orange","Black, Lime, Bottle, Royal, Red, Fluro Orange",,,,,,,"Front Top Area: 10cm (W) x 4cm (H), Front Side Area: 8cm (W) x 18cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,12.63,50,10.29,100,9.58,250,9.03,,,,,,,,,,,75,,,,,,,,,"100 units-box, 54cm x 41cm x 40cm, 15.8kg",,,,
145,,Bags Stock - Grace Collection Products Catalogue V145,,,,14MG4203,Neoprene 6 Pack Holder,,,,Bags | Wine Carriers,,,YES,Open compartment with carry handle,,,Neoprene Material,28cm (W) x 30cm (H),,G4203.jpg,,,"Black, Lime, Bottle, Royal, Red, Fluro Orange","Black, Lime, Bottle, Royal, Red, Fluro Orange",,,,,,,"Front Top Area: 14cm (W) x 5cm (H), Front Side Area: 5cm (W) x 10cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,14.19,50,13.49,100,12.67,250,11.94,,,,,,,,,,,75,,,,,,,,,"62 units-box, 58cm x 32cm x 45cm, 21kg",,,,
145,,Bags Stock - Grace Collection Products Catalogue V145,,,,14MG4203,Neoprene 6 Pack Holder,,,,Bags | Wine Carriers,,,YES,Open compartment with carry handle,,,Neoprene Material,28cm (W) x 30cm (H),,G4203.jpg,,,"Black, Lime, Bottle, Royal, Red, Fluro Orange","Black, Lime, Bottle, Royal, Red, Fluro Orange",,,,,,,"Front Top Area: 14cm (W) x 5cm (H), Front Side Area: 5cm (W) x 10cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,16.09,50,13.75,100,12.92,250,12.26,,,,,,,,,,,75,,,,,,,,,"62 units-box, 58cm x 32cm x 45cm, 21kg",,,,
146,,Bags Stock - Grace Collection Products Catalogue V146,,,,14MG4215,Everest Cooler Bag,,,,Bags | Cooler Bags,,,NO,"Special made non-leaking lining with high quality foam, Main zippered centre compartment with U-shaped opening, Inside mesh pocket with zipper, 2 front large pockets, Large zippered pockets on both sides, Adjustable and detachable shoulder strap with carry handle",,,600 Denier Nylon with High Quality Insulating Foam,67cm (W) x 30cm (H) x 36cm (D),,"G4215_A.jpg, G4215_B.jpg",,,Black,Black,,,,,,,16cm (W) x 8cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,46.17,50,44.03,100,40.52,250,37.36,,,,,,,,,,,75,,,,,,,,,"10 units-box, 80cm x 35cm x 60cm, 17kg",,,,
146,,Bags Stock - Grace Collection Products Catalogue V146,,,,14MG4215,Everest Cooler Bag,,,,Bags | Cooler Bags,,,NO,"Special made non-leaking lining with high quality foam, Main zippered centre compartment with U-shaped opening, Inside mesh pocket with zipper, 2 front large pockets, Large zippered pockets on both sides, Adjustable and detachable shoulder strap with carry handle",,,600 Denier Nylon with High Quality Insulating Foam,67cm (W) x 30cm (H) x 36cm (D),,"G4215_A.jpg, G4215_B.jpg",,,Black,Black,,,,,,,16cm (W) x 8cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,48,50,44.27,100,40.74,250,37.64,,,,,,,,,,,75,,,,,,,,,"10 units-box, 80cm x 35cm x 60cm, 17kg",,,,
147,,Bags Stock - Grace Collection Products Catalogue V147,,,,14MG4300,Large Cooler Pack,,,,Bags | Cooler Bags,,,NO,"Insulated compartment with zip clousre, Accessory pockets on both sides, Adjustable shoulder straps",,,420 Denier Nylon with Dense Foam Insulation,33cm (W) x 19cm (H) x 22cm (D),,G4300.jpg,,,"Royal/Black, Yellow/Black","Royal-Black, Yellow-Black",,,,,,,"Top Panel: 18cm (W) x 12cm (H), Front Panel: 22cm (W) x 10cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,18.34,50,17,100,16.13,250,15.81,,,,,,,,,,,75,,,,,,,,,"24 units-box, 55cm x 36cm x 52cm, 10kg",,,,
147,,Bags Stock - Grace Collection Products Catalogue V147,,,,14MG4300,Large Cooler Pack,,,,Bags | Cooler Bags,,,NO,"Insulated compartment with zip clousre, Accessory pockets on both sides, Adjustable shoulder straps",,,420 Denier Nylon with Dense Foam Insulation,33cm (W) x 19cm (H) x 22cm (D),,G4300.jpg,,,"Royal/Black, Yellow/Black","Royal-Black, Yellow-Black",,,,,,,"Top Panel: 18cm (W) x 12cm (H), Front Panel: 22cm (W) x 10cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,20.24,50,17.25,100,16.37,250,14.95,,,,,,,,,,,75,,,,,,,,,"24 units-box, 55cm x 36cm x 52cm, 10kg",,,,
148,,Bags Stock - Grace Collection Products Catalogue V148,,,,14MG4333,Atrium Cooler Bag,,,,Bags | Cooler Bags,,,YES,"Main compartment with zip closure and 1 inside mesh pocket, Front large zippered pocket, Adjustable and detachable shoulder strap with carry handle",,,420 Denier Nylon with Dense Foam Insulation,23cm (W) x 25cm (H) x 17cm (D),,G4333.jpg,,,"Black/Lime, Navy/Sky, Bottle/Gold, Navy/Khaki","Black-Lime, Navy-Sky, Bottle-Gold, Navy-Khaki",,,,,,,9cm (W) x 7cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,10.73,50,10.03,100,9.33,250,8.71,,,,,,,,,,,75,,,,,,,,,"60 units-box, 56cm x 54cm x 48cm, 16.5kg",,,,
148,,Bags Stock - Grace Collection Products Catalogue V148,,,,14MG4333,Atrium Cooler Bag,,,,Bags | Cooler Bags,,,YES,"Main compartment with zip closure and 1 inside mesh pocket, Front large zippered pocket, Adjustable and detachable shoulder strap with carry handle",,,420 Denier Nylon with Dense Foam Insulation,23cm (W) x 25cm (H) x 17cm (D),,G4333.jpg,,,"Black/Lime, Navy/Sky, Bottle/Gold, Navy/Khaki","Black-Lime, Navy-Sky, Bottle-Gold, Navy-Khaki",,,,,,,9cm (W) x 7cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,12.63,50,10.29,100,9.58,250,9.03,,,,,,,,,,,75,,,,,,,,,"60 units-box, 56cm x 54cm x 48cm, 16.5kg",,,,
149,,Bags Stock - Grace Collection Products Catalogue V149,,,,14MG4335,Urban cooler bag ,,,,Bags | Cooler Bags,,,NO,"Double zip closure lid, Front zippered pocket, Adjustable shoulder strap and carry handle",,,600 Denier Nylon with Quality  Foam Insulation,20cm (W) x 25cm (H) x 14cm (D),,"G4335.jpg, G4335_2.jpg",,,"Black/White, Navy/White, Royal/White","Black-White, Navy-White, Royal-White",,,,,,,Front Panel: 8cm (W) x 5cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,18.51,50,17.17,100,16.29,250,15.97,,,,,,,,,,,75,,,,,,,,,"50 units-box, 64cm x 32cm x 58cm, 16.5kg",,,,
149,,Bags Stock - Grace Collection Products Catalogue V149,,,,14MG4335,Urban cooler bag ,,,,Bags | Cooler Bags,,,NO,"Double zip closure lid, Front zippered pocket, Adjustable shoulder strap and carry handle",,,600 Denier Nylon with Quality  Foam Insulation,20cm (W) x 25cm (H) x 14cm (D),,"G4335.jpg, G4335_2.jpg",,,"Black/White, Navy/White, Royal/White","Black-White, Navy-White, Royal-White",,,,,,,Front Panel: 8cm (W) x 5cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,20.41,50,17.42,100,16.53,250,15.1,,,,,,,,,,,75,,,,,,,,,"50 units-box, 64cm x 32cm x 58cm, 16.5kg",,,,
150,,Bags Stock - Grace Collection Products Catalogue V150,,,,14MG4340,Amigo cooler bag,,,,Bags | Cooler Bags,,,NO,"Main zippered compartment, Front zippered pocket, Adjustable carry handle",,,600 Denier Nylon with Silver Insulation,21cm (W) x 16.5cm (H) x 15cm (D),,G4340.jpg,,,"Royal/Grey/Black, Red/Grey/Black, Emerald/Grey/Black","Royal-Grey-Black, Red-Grey-Black, Emerald-Grey-Black",,,,,,,"Top Panel: 8cm (W) x 8cm (H), Front Panel: 6cm (W) x 4cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,14.62,50,13.93,100,13.08,250,12.34,,,,,,,,,,,75,,,,,,,,,"50 units-box, 54cm x 35cm x 48cm, 11.5kg",,,,
150,,Bags Stock - Grace Collection Products Catalogue V150,,,,14MG4340,Amigo cooler bag,,,,Bags | Cooler Bags,,,NO,"Main zippered compartment, Front zippered pocket, Adjustable carry handle",,,600 Denier Nylon with Silver Insulation,21cm (W) x 16.5cm (H) x 15cm (D),,G4340.jpg,,,"Royal/Grey/Black, Red/Grey/Black, Emerald/Grey/Black","Royal-Grey-Black, Red-Grey-Black, Emerald-Grey-Black",,,,,,,"Top Panel: 8cm (W) x 8cm (H), Front Panel: 6cm (W) x 4cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,16.52,50,14.19,100,13.33,250,12.66,,,,,,,,,,,75,,,,,,,,,"50 units-box, 54cm x 35cm x 48cm, 11.5kg",,,,
151,,Bags Stock - Grace Collection Products Catalogue V151,,,,14MG4350,Rydges cooler bag ,,,,Bags | Cooler Bags,,,NO,"Large main zippered compartment, Front open pocket, One mesh pocket on right side, Carry handle",,,600 Denier Nylon with Dense Foam Insulation,22cm (W) x 20cm (H) x 13cm (D),,G4350.jpg,,,"Black/Red/White/Charcoal, Black/Royal/White/Charcoal, Black/Gold/White/Charcoal","Black-Red-White-Charcoal, Black-Royal-White-Charcoal, Black-Gold-White-Charcoal",,,,,,,Front Panel: 8cm (W) x 6cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,14.71,50,14.01,100,13.17,250,12.42,,,,,,,,,,,75,,,,,,,,,"50 units-box, 52cm x 50cm x 49cm, 11.5kg",,,,
151,,Bags Stock - Grace Collection Products Catalogue V151,,,,14MG4350,Rydges cooler bag ,,,,Bags | Cooler Bags,,,NO,"Large main zippered compartment, Front open pocket, One mesh pocket on right side, Carry handle",,,600 Denier Nylon with Dense Foam Insulation,22cm (W) x 20cm (H) x 13cm (D),,G4350.jpg,,,"Black/Red/White/Charcoal, Black/Royal/White/Charcoal, Black/Gold/White/Charcoal","Black-Red-White-Charcoal, Black-Royal-White-Charcoal, Black-Gold-White-Charcoal",,,,,,,Front Panel: 8cm (W) x 6cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,16.61,50,14.27,100,13.42,250,12.74,,,,,,,,,,,75,,,,,,,,,"50 units-box, 52cm x 50cm x 49cm, 11.5kg",,,,
152,,Bags Stock - Grace Collection Products Catalogue V152,,,,14MG4388,Caddy cooler bag,,,,Bags | Cooler Bags,,,NO,"Large main zippered compartment, Water-proof plastic insert with velcro for easy removal and cleaning, Front open pocket with velcro, Mesh pockets on right sides, Adjustable carry handle, 15 litre capacity",,,600 Denier Nylon with Dense Foam Insulation,30cm (W) x 28cm (H) x 18cm (D),,G4388.jpg,,,"Black/White/Charcoal, Black/White/Royal","Black-White-Charcoal, Black-White-Royal",,,,,,,"Top Panel: 15cm (W) x 12cm (H), Front Panel: 10cm (W) x 6cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,20.93,50,19.5,100,18.55,250,16.9,,,,,,,,,,,75,,,,,,,,,"20 units-box, 64cm x 35cm x 58cm, 11.5kg",,,,
152,,Bags Stock - Grace Collection Products Catalogue V152,,,,14MG4388,Caddy cooler bag,,,,Bags | Cooler Bags,,,NO,"Large main zippered compartment, Water-proof plastic insert with velcro for easy removal and cleaning, Front open pocket with velcro, Mesh pockets on right sides, Adjustable carry handle, 15 litre capacity",,,600 Denier Nylon with Dense Foam Insulation,30cm (W) x 28cm (H) x 18cm (D),,G4388.jpg,,,"Black/White/Charcoal, Black/White/Royal","Black-White-Charcoal, Black-White-Royal",,,,,,,"Top Panel: 15cm (W) x 12cm (H), Front Panel: 10cm (W) x 6cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,22.84,50,19.75,100,18.79,250,17.19,,,,,,,,,,,75,,,,,,,,,"20 units-box, 64cm x 35cm x 58cm, 11.5kg",,,,
153,,Bags Stock - Grace Collection Products Catalogue V153,,,,14MG4444,Cooler Backpack,,,,Bags | Cooler Bags,,,YES,"Main compartment with zip closure with inside mesh pocket, Front large zippered pocket, Adjustable backpack strap with carry handle",,,High Density Nylon with Dense Foam Insulation,31cm (W) x 37cm (H) x 16cm (D),,G4444.jpg,,,"Black/Hot Pink, Black/Royal, Navy/Sky","Black-Hot Pink, Black-Royal, Navy-Sky",,,,,,,12cm (W) x 5cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,12.46,50,11.76,100,11,250,10.32,,,,,,,,,,,75,,,,,,,,,"25 units-box, 40.5cm x 39.5cm x 56cm, 11.5kg",,,,
153,,Bags Stock - Grace Collection Products Catalogue V153,,,,14MG4444,Cooler Backpack,,,,Bags | Cooler Bags,,,YES,"Main compartment with zip closure with inside mesh pocket, Front large zippered pocket, Adjustable backpack strap with carry handle",,,High Density Nylon with Dense Foam Insulation,31cm (W) x 37cm (H) x 16cm (D),,G4444.jpg,,,"Black/Hot Pink, Black/Royal, Navy/Sky","Black-Hot Pink, Black-Royal, Navy-Sky",,,,,,,12cm (W) x 5cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,14.36,50,12.02,100,11.25,250,10.65,,,,,,,,,,,75,,,,,,,,,"25 units-box, 40.5cm x 39.5cm x 56cm, 11.5kg",,,,
154,,Bags Stock - Grace Collection Products Catalogue V154,,,,14MG4450,Sports Cooler Bag,,,,Bags | Cooler Bags,,,NO,"Main compartment with zip closure, Zippered mesh pocket on 1 side, Adjustable webbed shoulder strap",,,600 Denier Nylon with Dense Foam Insulation,23cm (W) x 33cm (H) x 16cm (D),,G4450.jpg,,,"Red/White/Black, Royal/White/Black, Yellow/White/Black","Red-White-Black, Royal-White-Black, Yellow-White-Black",,,,,,,"Top Panel: 10cm (W) x 10cm (H), Front Panel: 8cm (W) x 8cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,19.29,50,17.92,100,17.02,250,15.48,,,,,,,,,,,75,,,,,,,,,"24 units-box, 44cm x 37cm x 45cm, 8.5kg",,,,
154,,Bags Stock - Grace Collection Products Catalogue V154,,,,14MG4450,Sports Cooler Bag,,,,Bags | Cooler Bags,,,NO,"Main compartment with zip closure, Zippered mesh pocket on 1 side, Adjustable webbed shoulder strap",,,600 Denier Nylon with Dense Foam Insulation,23cm (W) x 33cm (H) x 16cm (D),,G4450.jpg,,,"Red/White/Black, Royal/White/Black, Yellow/White/Black","Red-White-Black, Royal-White-Black, Yellow-White-Black",,,,,,,"Top Panel: 10cm (W) x 10cm (H), Front Panel: 8cm (W) x 8cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,21.19,50,18.17,100,17.26,250,15.77,,,,,,,,,,,75,,,,,,,,,"24 units-box, 44cm x 37cm x 45cm, 8.5kg",,,,
155,,Bags Stock - Grace Collection Products Catalogue V155,,,,14MG4500A,12 Can Cooler Bag,,,,Bags | Cooler Bags,,,NO,"Double zip closure lid, Strong, adjustable shoulder strap",,,70 Denier Nylon with Quality Foam Insulation,30cm (W) x 20cm (H) x 23cm (D),,G4500A.jpg,,,"Lime, Navy, Royal, Silver, Yellow, Red","Lime, Navy, Royal, Silver, Yellow, Red",,,,,,,"Top Panel: 22cm (W) x 16cm (H), Front/Back Panels: 20cm (W) x 14cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,13.93,50,13.23,100,12.42,250,11.69,,,,,,,,,,,75,,,,,,,,,"60 units-box, 61cm x 47cm x 40cm, 10.5kg",,,,
155,,Bags Stock - Grace Collection Products Catalogue V155,,,,14MG4500A,12 Can Cooler Bag,,,,Bags | Cooler Bags,,,NO,"Double zip closure lid, Strong, adjustable shoulder strap",,,70 Denier Nylon with Quality Foam Insulation,30cm (W) x 20cm (H) x 23cm (D),,G4500A.jpg,,,"Lime, Navy, Royal, Silver, Yellow, Red","Lime, Navy, Royal, Silver, Yellow, Red",,,,,,,"Top Panel: 22cm (W) x 16cm (H), Front/Back Panels: 20cm (W) x 14cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,15.83,50,13.49,100,12.67,250,12.02,,,,,,,,,,,75,,,,,,,,,"60 units-box, 61cm x 47cm x 40cm, 10.5kg",,,,
156,,Bags Stock - Grace Collection Products Catalogue V156,,,,14MG4606,Garment Bag,,,,Bags | Laptop Bags & Tablet Sleeves,,,NO,"Zippered main compartment with 2 zippered pockets, 1 internal mesh pocket and garment hanger system, Zippered panel on front of bag, Adjustable and detachable strap and moulded carry handle, Business card holder at back",,,High Density Nylon,58cm (W) x 53cm (H) x 12cm (D),,G4606.jpg,,,Black/Grey,Black-Grey,,,,,,,20cm (W) x 10cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,50,50,47.74,100,43.96,250,40.56,,,,,,,,,,,75,,,,,,,,,"12 units-box, 60cm x 55cm x 50cm, 15.6kg",,,,
156,,Bags Stock - Grace Collection Products Catalogue V156,,,,14MG4606,Garment Bag,,,,Bags | Laptop Bags & Tablet Sleeves,,,NO,"Zippered main compartment with 2 zippered pockets, 1 internal mesh pocket and garment hanger system, Zippered panel on front of bag, Adjustable and detachable strap and moulded carry handle, Business card holder at back",,,High Density Nylon,58cm (W) x 53cm (H) x 12cm (D),,G4606.jpg,,,Black/Grey,Black-Grey,,,,,,,20cm (W) x 10cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,51.83,50,47.98,100,44.18,250,40.83,,,,,,,,,,,75,,,,,,,,,"12 units-box, 60cm x 55cm x 50cm, 15.6kg",,,,
157,,Bags Stock - Grace Collection Products Catalogue V157,,,,14MG4610,Hudson Shoulder Bag,,,,Bags | Backpacks & Backsacks,,,NO,"2 large padded compartments with zipper closure, Front zippered pocket, Business card holder on back, Adjustable webbed shoulder strap and padded carry handle, Suitable for notebook computer",,,Neoprene with Waffle Mesh,42cm (W) x 33cm (H) x 6cm (D),,G4610.jpg,,,Black/Silver,Black-Silver,,,,,,,28cm (W) x 10cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,25.43,50,23.83,100,22.74,250,20.78,,,,,,,,,,,75,,,,,,,,,"20 units-box, 48cm x 39.5cm x 60cm, 10kg",,,,
157,,Bags Stock - Grace Collection Products Catalogue V157,,,,14MG4610,Hudson Shoulder Bag,,,,Bags | Backpacks & Backsacks,,,NO,"2 large padded compartments with zipper closure, Front zippered pocket, Business card holder on back, Adjustable webbed shoulder strap and padded carry handle, Suitable for notebook computer",,,Neoprene with Waffle Mesh,42cm (W) x 33cm (H) x 6cm (D),,G4610.jpg,,,Black/Silver,Black-Silver,,,,,,,28cm (W) x 10cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,27.33,50,24.08,100,22.98,250,21.08,,,,,,,,,,,75,,,,,,,,,"20 units-box, 48cm x 39.5cm x 60cm, 10kg",,,,
158,,Bags Stock - Grace Collection Products Catalogue V158,,,,14MG4620,Active conference bag,,,,Bags | Satchels,,,NO,"Main zippered compartment with padded laptop holder, Hidden hole for headphones, Two front zippered pockets with inside organizer, One large back zippered pocket, Adjustable shoulder strap and carry handle",,,600 Denier Nylon,42cm (W) x 30cm (H) x 10cm (D),,G4620.jpg,,,Black/Red/White,Black-Red-White,,,,,,,Front Panel: 15cm (W) x 8cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,26.64,50,25,100,23.87,250,21.83,,,,,,,,,,,75,,,,,,,,,"20 units-box, 44cm x 34cm x 58cm, 13.5kg",,,,
158,,Bags Stock - Grace Collection Products Catalogue V158,,,,14MG4620,Active conference bag,,,,Bags | Satchels,,,NO,"Main zippered compartment with padded laptop holder, Hidden hole for headphones, Two front zippered pockets with inside organizer, One large back zippered pocket, Adjustable shoulder strap and carry handle",,,600 Denier Nylon,42cm (W) x 30cm (H) x 10cm (D),,G4620.jpg,,,Black/Red/White,Black-Red-White,,,,,,,Front Panel: 15cm (W) x 8cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,28.55,50,25.25,100,24.11,250,22.13,,,,,,,,,,,75,,,,,,,,,"20 units-box, 44cm x 34cm x 58cm, 13.5kg",,,,
159,,Bags Stock - Grace Collection Products Catalogue V159,,,,14MG4688,Edge Cooler Bag,,,,Bags | Cooler Bags,,,NO,"Main compartment with zip closure, Adjustable shoulder strap with a large carry handle",,,600 Denier Nylon/PU Nubuck with Dense Foam Insulation,28cm (W) x 23cm (H) x 17cm (D),,G4688.jpg,,,"Royal, Navy, Black, Bottle","Royal, Navy, Black, Bottle",,,,,,,16cm (W) x 8cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,20.59,50,19.17,100,18.23,250,16.6,,,,,,,,,,,75,,,,,,,,,"25 units-box, 56cm x 54cm x 48cm, 11.5kg",,,,
