member_supplier_name,membership_number,catalogue_name,brand_name,label_name,appa_product_code,product_code,product_name,product_code_group,categorisation,category_ /_sub category,Memento Category,additional_keywords,product_tags,discontinued_stock,product_description,description_additional,product_features,product_materials,product_item_size,product_packaging_inner,product_image_file_name,alternate_views_image_file_names,group_image_file_name,colours_available_appa,colours_available_supplier,colour_image_file_names,colour_product_codes,product_sizes,size_images,size_product_code,decoration_options_available,decoration_areas,indent_only,branded,custom_field_1,custom_field_2,custom_field_3,price_decoration_description,decoration position ,decoration color,decoration_type,price_product_code,price_notes,MOQ,IOQ,qty_1, Sell Price ,qty_2, sell 2 ,qty_3,sell_3,qty_4,sell_4,qty_5,sell_5,qty_6,sell_6,qty_7,sell_7,qty_8,sell_8,additional_charges_name1,additional_charge_value1,Set-up Charge,additional_charges_notes1,additional_charges_name2,additional_charge_value2,additional_charges_notes2,carton_height,carton_width,carton_depth,carton_weight,carton_qty,carton_cubic,carton_notes,freight_description,product_URL,
,,,,,185,103M104907,Car Pen Holder,,Promotion,Promotion/Promotion,Outdoors | Car Accessories,,,No,"Pen holder which clips securely to car air vents. It has a removable clip which is supplied unassembled.
",,,,W 25mm x L 88mm x 26mm.,Loose packed.,104907-0.jpg,104907-1.jpg|104907-1.jpg|104907-2.jpg|104907-3.jpg,,white|yellow|red|green|Blue|Black,white|yellow|red|green|Blue|Black,104907-1.jpg|104907-1.jpg|104907-2.jpg|104907-3.jpg,,,,,Pad Print|Direct Digital,Pad Print 8mm x 40mm or 10mm x 20mm (vertical).|Direct Digital 35mm x 7mm.,,,,,,,1 Position,Full Colour,Direct Digital,,,250,,250,1.64,500,1.61,1000,1.57,2500,1.44,5000,1.3,,,,,,,Direct Digital,0.3,50,,,,0,0,0,0,0,0,,,http://www.trendscollection.co.nz/item/104907,,
,,,,,186,103M104908,Mini Cricket Bat,,Leisure,Leisure/Sport,Outdoors | Fitness | Sporting Accessories,,,No,Wooden mini cricket bat for promotion or collecting players signatures. It can be laser engraved with individual names or signatures.,,,,W 45mm x L 305mm x 23mm.,Loose packed.,104908-0.jpg,104908-1.jpg|104908-1.jpg,,natural|Black,natural|Black,104908-1.jpg|104908-1.jpg,,,,,Pad Print|Laser Engraving,Pad Print Please refer to template.|Laser Engraving Please refer to template.,,,,,,,1 Position,1 Colour,Pad Print ,,,100,,100,7.04,250,6.45,500,6.8,1000,5.77,2500,5.26,,,,,,,Printing Per Col/Pos,0.5,50,,,,26,39,67,17.5,200,0.0679,,,http://www.trendscollection.co.nz/item/104908,,
,,,,,186,103M104908,Mini Cricket Bat,,Leisure,Leisure/Sport,Outdoors | Fitness | Sporting Accessories,,,No,Wooden mini cricket bat for promotion or collecting players signatures. It can be laser engraved with individual names or signatures.,,,,W 45mm x L 305mm x 23mm.,Loose packed.,104908-0.jpg,104908-1.jpg|104908-1.jpg,,natural|Black,natural|Black,104908-1.jpg|104908-1.jpg,,,,,Pad Print|Laser Engraving,Pad Print Please refer to template.|Laser Engraving Please refer to template.,,,,,,,2 Position,1 Colour,Pad Print,,,100,,100,7.91,250,7.26,500,7.66,1000,6.52,2500,5.96,,,,,,,Pad Print,0.5,100,Pad Print,0.5,,26,39,67,17.5,200,0.0679,,,http://www.trendscollection.co.nz/item/104908,,
,,,,,186,103M104908,Mini Cricket Bat,,Leisure,Leisure/Sport,Outdoors | Fitness | Sporting Accessories,,,No,Wooden mini cricket bat for promotion or collecting players signatures. It can be laser engraved with individual names or signatures.,,,,W 45mm x L 305mm x 23mm.,Loose packed.,104908-0.jpg,104908-1.jpg|104908-1.jpg,,natural|Black,natural|Black,104908-1.jpg|104908-1.jpg,,,,,Pad Print|Laser Engraving,Pad Print Please refer to template.|Laser Engraving Please refer to template.,,,,,,,1 Position,Tone on Tone,Laser Engrave,,,100,,100,7.04,250,6.45,500,6.8,1000,5.77,2500,5.26,,,,,,,Engraving Per Position,0.5,50,,,,26,39,67,17.5,200,0.0679,,,http://www.trendscollection.co.nz/item/104908,,
,,,,,187,103M104921,Lanyard ID Holder,,Business,Business/ID Holders,Conference & Events | Badge Holders & I.D Pockets,,,No,Low cost clear identification holder which is manufactured from flexible PVC that fits any lanyard and holds a 100mm x 70mm insert card. The optional insert card is available on request and can be printed on both sides. ,,,,W 106mm x L 100mm.,Loose packed.,104921-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Digital Print,Digital Print Insert Card - 102mm x 72mm (plus bleed if required).,,,,,,,1 Position,Full Colour,Digital Print,,,250,,250,1.18,500,1.16,1000,1.14,2500,1.05,5000,0.96,,,,,,,Insert Card (Per side) ,0.4,50,,,,24,24,48,15.1,2500,0.0276,,,http://www.trendscollection.co.nz/item/104921,,
,,,,,188,103M104930,Carabiner,,Tools,Tools/Tools Other,Outdoors | Tools,,,No,"Promotional carabiner for attaching to many different items. It laser engraves to a natural etch and is not suitable for climbing applications.
",,,,W 23mm x L 48mm.,Loose packed.,104930-0.jpg,,,silver,silver,,,,,,Laser Engraving,Laser Engraving 25mm x 3mm.,,,,,,,1 Position,Tone on Tone,Laser Engrave,,,250,,250,0.78,500,0.76,1000,0.74,2500,0.68,5000,0.66,,,,,,,Laser Engraving,0.15,50,,,,28,32,32,7.5,1000,0.0287,,,http://www.trendscollection.co.nz/item/104930,,
,,,,,189,103M104934,Stress Rugby Ball,,Promotion,Promotion/Stress Items,Games & Toys | Stress Items,,,No,Stress relieving rugby ball made from soft polyurethane.,,,,Dia 63mm x W 86mm.,Loose packed.,104934-0.jpg,104934-1.jpg|104934-1.jpg|104934-2.jpg|104934-3.jpg|104934-4.jpg|104934-5.jpg|104934-6.jpg|104934-7.jpg|104934-8.jpg|104934-9.jpg,,White|Yellow|Orange|Red|Bright|Green|Dark|Green|Light|Blue|Dark|Blue|Black|,White|Yellow|Orange|Red|Bright|Green|Dark|Green|Light|Blue|Dark|Blue|Black|,104934-1.jpg|104934-1.jpg|104934-2.jpg|104934-3.jpg|104934-4.jpg|104934-5.jpg|104934-6.jpg|104934-7.jpg|104934-8.jpg|104934-9.jpg,,,,,Pad Print,Pad Print 35mm x 20mm.,,,,,,,1 Position,1 Colour,Pad Print,,,100,,100,2.21,250,2.18,500,2.15,1000,1.97,2500,1.79,,,,,,,Printing Per Position,0.3,50,,,,37,43,65,8.5,250,0.1034,,,http://www.trendscollection.co.nz/item/104934,,
,,,,,190,103M104936,Microfibre Pouch,,Promotion,Promotion/Promotion,Eyewear | Sunglasses,,,No,"Soft microfibre drawstring pouch for holding a phone or sunglasses which can also be used as a handy screen and lens cleaner. It is also ideal as a carry bag for power banks, earphones and charging cables. ",,,,L 190mm x W 95mm (excludes drawsting).,Loose packed.,104936-0.jpg,,,Black,Black,,,,,,Screen Print|Digital Transfer,Screen Print 100mm x 60mm (one colour).|Digital Transfer 100mm x 60mm.,,,,,,,1 Position,1 Colour,Screen Print,,,250,,250,1.44,500,1.42,1000,1.4,2500,1.29,5000,1.18,,,,,,,Printing Per Col/Pos,0.3,50,,,,25,45,45,9.8,1000,0.0506,,,http://www.trendscollection.co.nz/item/104936,,
,,,,,191,103M104944,Rectangular Mint Tin,,Promotion,Promotion/Confectionery,Confectionery & Edible Promotions | Mints,,,No,Contoured rectangular tin with a hinged lid which is filled with 14 grams of peppermints. Full ingredient and nutritional information is printed on the base of the tin.,,,,W 62mm x L 38mm x 15mm.,Loose packed.,104944-0.jpg,,,white,white,,,,,,Pad Print|Direct Digital,Pad Print 35mm x 20mm.|Direct Digital 40mm x 30mm.,,,,,,,1 Position,1 Colour,Pad Print ,,,100,,100,2.21,250,2.16,500,2.11,1000,1.92,2500,1.73,,,,,,,Printing Per Col/Pos,0.15,50,,,,23,27,69,16.7,500,0.0428,,,http://www.trendscollection.co.nz/item/104944,,
,,,,,191,103M104944,Rectangular Mint Tin,,Promotion,Promotion/Confectionery,Confectionery & Edible Promotions | Mints,,,No,Contoured rectangular tin with a hinged lid which is filled with 14 grams of peppermints. Full ingredient and nutritional information is printed on the base of the tin.,,,,W 62mm x L 38mm x 15mm.,Loose packed.,104944-0.jpg,,,white,white,,,,,,Pad Print|Direct Digital,Pad Print 35mm x 20mm.|Direct Digital 40mm x 30mm.,,,,,,,2 Position,1 Colour,Pad Print,,,100,,100,2.47,250,2.42,500,2.37,1000,2.16,2500,1.96,,,,,,,Pad Print,0.15,100,Pad Print,0.15,,23,27,69,16.7,500,0.0428,,,http://www.trendscollection.co.nz/item/104944,,
,,,,,191,103M104944,Rectangular Mint Tin,,Promotion,Promotion/Confectionery,Confectionery & Edible Promotions | Mints,,,No,Contoured rectangular tin with a hinged lid which is filled with 14 grams of peppermints. Full ingredient and nutritional information is printed on the base of the tin.,,,,W 62mm x L 38mm x 15mm.,Loose packed.,104944-0.jpg,,,white,white,,,,,,Pad Print|Direct Digital,Pad Print 35mm x 20mm.|Direct Digital 40mm x 30mm.,,,,,,,1 Position,Full Colour,Direct Digital,,,100,,100,2.47,250,2.42,500,2.37,1000,2.16,2500,1.96,,,,,,,Direct Digital,0.3,50,,,,23,27,69,16.7,500,0.0428,,,http://www.trendscollection.co.nz/item/104944,,
,,,,,192,103M104945,Lip Balm,,Personal,Personal/Lip Balms,Personal Care | Lip Balm,,,No,Pleasantly flavoured frosted lip balm with SPF 10 sunscreen included.,,,,Dia 19mm x H 70mm.,Loose packed.,104945-0.jpg,104945-1.jpg|104945-1.jpg|104945-2.jpg|104945-3.jpg|104945-4.jpg|104945-5.jpg|104945-6.jpg|104945-7.jpg|104945-8.jpg|104945-9.jpg|104945-10.jpg,,white|yellow|orange|pink|red|bright green|light blue|Black,white|yellow|orange|pink|red|bright green|light blue|Black,104945-1.jpg|104945-1.jpg|104945-2.jpg|104945-3.jpg|104945-4.jpg|104945-5.jpg|104945-6.jpg|104945-7.jpg|104945-8.jpg|104945-9.jpg|104945-10.jpg,,,,,Pad Print|Screen Print|Direct Digital,Pad Print 42mm x 10mm.|Screen Print 42mm x 52mm (one colour).|Direct Digital 40mm x 8mm.,,,,,,,1 Position,1 Colour,Pad Print ,,,250,,250,1.35,500,1.33,1000,1.31,2500,1.21,5000,1.11,,,,,,,Printing Per Col/Pos,0.15,50,,,,42,23,24,9.1,500,0.0232,,,http://www.trendscollection.co.nz/item/104945,,
,,,,,192,103M104945,Lip Balm,,Personal,Personal/Lip Balms,Personal Care | Lip Balm,,,No,Pleasantly flavoured frosted lip balm with SPF 10 sunscreen included.,,,,Dia 19mm x H 70mm.,Loose packed.,104945-0.jpg,104945-1.jpg|104945-1.jpg|104945-2.jpg|104945-3.jpg|104945-4.jpg|104945-5.jpg|104945-6.jpg|104945-7.jpg|104945-8.jpg|104945-9.jpg|104945-10.jpg,,white|yellow|orange|pink|red|bright green|light blue|Black,white|yellow|orange|pink|red|bright green|light blue|Black,104945-1.jpg|104945-1.jpg|104945-2.jpg|104945-3.jpg|104945-4.jpg|104945-5.jpg|104945-6.jpg|104945-7.jpg|104945-8.jpg|104945-9.jpg|104945-10.jpg,,,,,Pad Print|Screen Print|Direct Digital,Pad Print 42mm x 10mm.|Screen Print 42mm x 52mm (one colour).|Direct Digital 40mm x 8mm.,,,,,,,2 Position,1 Colour,Pad Print,,,250,,250,1.61,500,1.59,1000,1.57,2500,1.45,5000,1.33,,,,,,,Pad Print,0.15,100,Pad Print,0.15,,42,23,24,9.1,500,0.0232,,,http://www.trendscollection.co.nz/item/104945,,
,,,,,192,103M104945,Lip Balm,,Personal,Personal/Lip Balms,Personal Care | Lip Balm,,,No,Pleasantly flavoured frosted lip balm with SPF 10 sunscreen included.,,,,Dia 19mm x H 70mm.,Loose packed.,104945-0.jpg,104945-1.jpg|104945-1.jpg|104945-2.jpg|104945-3.jpg|104945-4.jpg|104945-5.jpg|104945-6.jpg|104945-7.jpg|104945-8.jpg|104945-9.jpg|104945-10.jpg,,white|yellow|orange|pink|red|bright green|light blue|Black,white|yellow|orange|pink|red|bright green|light blue|Black,104945-1.jpg|104945-1.jpg|104945-2.jpg|104945-3.jpg|104945-4.jpg|104945-5.jpg|104945-6.jpg|104945-7.jpg|104945-8.jpg|104945-9.jpg|104945-10.jpg,,,,,Pad Print|Screen Print|Direct Digital,Pad Print 42mm x 10mm.|Screen Print 42mm x 52mm (one colour).|Direct Digital 40mm x 8mm.,,,,,,,1 Position,Full Colour,Digital Print,,,250,,250,1.44,500,1.42,1000,1.4,2500,1.29,5000,1.18,,,,,,,Printing Per Col/Pos,0.2,50,Direct Digital Per Position,,,42,23,24,9.1,500,0.0232,,,http://www.trendscollection.co.nz/item/104945,,
,,,,,192,103M104945,Lip Balm,,Personal,Personal/Lip Balms,Personal Care | Lip Balm,,,No,Pleasantly flavoured frosted lip balm with SPF 10 sunscreen included.,,,,Dia 19mm x H 70mm.,Loose packed.,104945-0.jpg,104945-1.jpg|104945-1.jpg|104945-2.jpg|104945-3.jpg|104945-4.jpg|104945-5.jpg|104945-6.jpg|104945-7.jpg|104945-8.jpg|104945-9.jpg|104945-10.jpg,,white|yellow|orange|pink|red|bright green|light blue|Black,white|yellow|orange|pink|red|bright green|light blue|Black,104945-1.jpg|104945-1.jpg|104945-2.jpg|104945-3.jpg|104945-4.jpg|104945-5.jpg|104945-6.jpg|104945-7.jpg|104945-8.jpg|104945-9.jpg|104945-10.jpg,,,,,Pad Print|Screen Print|Direct Digital,Pad Print 42mm x 10mm.|Screen Print 42mm x 52mm (one colour).|Direct Digital 40mm x 8mm.,,,,,,,2 Position,Full Colour,Digital Print,,,250,,250,1.78,500,1.7,1000,1.75,2500,1.5,5000,1.48,,,,,,,Printing Per Col/Pos,0.2,100,Direct Digital Per Position,0.2,,42,23,24,9.1,500,0.0232,,,http://www.trendscollection.co.nz/item/104945,,
,,,,,193,103M105059,Chameleon Coffee Mug,,Drinkware,Drinkware/Ceramic Mugs,Glass & Drinkware | Coffee & Tea Mugs,,,No,"Round, 300ml, D handle thermochromic coffee mug with a unique thermochromic coating which allows the dishwasher safe wrap around branding to appear 'magically' when hot liquid is added and then disappear again as it cools. The thermochromatic coating can be overprinted but this print cannot be registered with the branding underneath and handwashing is recommended. It is nicely presented in a black gift box. ",,,,Mug: Dia 84mm x H 96mm x 123mm (includes handle). ,Gift box. ,105059-0.jpg,105059-1.jpg|105059-1.jpg|105059-2.jpg|105059-3.jpg|105059-4.jpg|105059-5.jpg,,white,white,105059-1.jpg|105059-1.jpg|105059-2.jpg|105059-3.jpg|105059-4.jpg|105059-5.jpg,,,,,Pad Print|Sublimation Print,Pad Print Overprint - 50mm x 30mm.|Sublimation Print 225mm x 92mm.,,,,,,,1 Position,1 Colour,Pad Print ,,,48,,48,12.01,96,11.28,192,11.42,384,10.37,768,9.36,,,,,,,Full Colour Print,0,50,,,,46,36,39,19.9,48,0.0646,,,http://www.trendscollection.co.nz/item/105059,,
,,,,,193,103M105059,Chameleon Coffee Mug,,Drinkware,Drinkware/Ceramic Mugs,Glass & Drinkware | Coffee & Tea Mugs,,,No,"Round, 300ml, D handle thermochromic coffee mug with a unique thermochromic coating which allows the dishwasher safe wrap around branding to appear 'magically' when hot liquid is added and then disappear again as it cools. The thermochromatic coating can be overprinted but this print cannot be registered with the branding underneath and handwashing is recommended. It is nicely presented in a black gift box. ",,,,Mug: Dia 84mm x H 96mm x 123mm (includes handle). ,Gift box. ,105059-0.jpg,105059-1.jpg|105059-1.jpg|105059-2.jpg|105059-3.jpg|105059-4.jpg|105059-5.jpg,,white,white,105059-1.jpg|105059-1.jpg|105059-2.jpg|105059-3.jpg|105059-4.jpg|105059-5.jpg,,,,,Pad Print|Sublimation Print,Pad Print Overprint - 50mm x 30mm.|Sublimation Print 225mm x 92mm.,,,,,,,2 Position,1 Colour,Pad Print,,,48,,48,13.04,96,12.28,192,12.46,384,10.51,768,9.53,,,,,,,Full Colour Print,0,100,OverPrinting Per Col/Pos,0.6,,46,36,39,19.9,48,0.0646,,,http://www.trendscollection.co.nz/item/105059,,
,,,,,194,103M105254,Ozone Pen,,Pens,Pens/Pens - Metal,Writing Instruments | Metal Pens,,,No,Retractable aluminium ball pen with a unique double anodised pattern in the barrel and shiny chrome accents. It has a black large volume refill with 1200 metres of writing ink and blue is available for an additional charge. Ozone laser engraves to an oxidised white colour and can be presented in an optional velvet sleeve or a gift box.,,,,Dia 10.5mm x L 135mm x 13.5mm (includes clip).,Loose packed or an optional presentation box or sleeve.,105254-0.jpg,105254-1.jpg|105254-1.jpg|105254-2.jpg|105254-3.jpg,,silver|Blue|Black,silver|Blue|Black,105254-1.jpg|105254-1.jpg|105254-2.jpg|105254-3.jpg,,,,,Pad Print|Screen Print|Screen Print|Laser Engraving,Pad Print Positions D &amp E - 60mm x 7mm.|Screen Print Position A - 65mm x 12mm.|Screen Print Position B - 45mm x 20mm.|Laser Engraving Positions D &amp E - 60mm x 7mm.,,,,,,,1 Position,1 Colour,Pad Print ,,,100,,100,1.89,250,1.83,500,1.78,1000,1.61,2500,1.56,,,,,,,Printing Per Col/Pos,0.1,50,,,,16,28,34,11,500,0.0152,,,http://www.trendscollection.co.nz/item/105254,,
,,,,,194,103M105254,Ozone Pen,,Pens,Pens/Pens - Metal,Writing Instruments | Metal Pens,,,No,Retractable aluminium ball pen with a unique double anodised pattern in the barrel and shiny chrome accents. It has a black large volume refill with 1200 metres of writing ink and blue is available for an additional charge. Ozone laser engraves to an oxidised white colour and can be presented in an optional velvet sleeve or a gift box.,,,,Dia 10.5mm x L 135mm x 13.5mm (includes clip).,Loose packed or an optional presentation box or sleeve.,105254-0.jpg,105254-1.jpg|105254-1.jpg|105254-2.jpg|105254-3.jpg,,silver|Blue|Black,silver|Blue|Black,105254-1.jpg|105254-1.jpg|105254-2.jpg|105254-3.jpg,,,,,Pad Print|Screen Print|Screen Print|Laser Engraving,Pad Print Positions D &amp E - 60mm x 7mm.|Screen Print Position A - 65mm x 12mm.|Screen Print Position B - 45mm x 20mm.|Laser Engraving Positions D &amp E - 60mm x 7mm.,,,,,,,2 Position,1 Colour,Pad Print,,,100,,100,2.06,250,2.01,500,1.95,1000,1.77,2500,1.6,,,,,,,Pad Print,0.1,100,Pad Print,0.1,,16,28,34,11,500,0.0152,,,http://www.trendscollection.co.nz/item/105254,,
,,,,,194,103M105254,Ozone Pen,,Pens,Pens/Pens - Metal,Writing Instruments | Metal Pens,,,No,Retractable aluminium ball pen with a unique double anodised pattern in the barrel and shiny chrome accents. It has a black large volume refill with 1200 metres of writing ink and blue is available for an additional charge. Ozone laser engraves to an oxidised white colour and can be presented in an optional velvet sleeve or a gift box.,,,,Dia 10.5mm x L 135mm x 13.5mm (includes clip).,Loose packed or an optional presentation box or sleeve.,105254-0.jpg,105254-1.jpg|105254-1.jpg|105254-2.jpg|105254-3.jpg,,silver|Blue|Black,silver|Blue|Black,105254-1.jpg|105254-1.jpg|105254-2.jpg|105254-3.jpg,,,,,Pad Print|Screen Print|Screen Print|Laser Engraving,Pad Print Positions D &amp E - 60mm x 7mm.|Screen Print Position A - 65mm x 12mm.|Screen Print Position B - 45mm x 20mm.|Laser Engraving Positions D &amp E - 60mm x 7mm.,,,,,,,2 Position,Tone on Tone,Laser Engrave,,,100,,100,2.06,250,2.01,500,1.95,1000,1.77,2500,1.6,,,,,,,Engraving Per Position,0.1,100,Engraving Per Position,0.1,,16,28,34,11,500,0.0152,,,http://www.trendscollection.co.nz/item/105254,,
,,,,,195,103M105260,Super Nova Pen,,Pens,Pens/Pens - Metal,Writing Instruments | Metal Pens,,,No,"Retractable brass barrel ball pen with a lacquered barrel, a soft touch rubber lacquered grip and shiny Chrome accents. It has a Black ink Large Volume refill with 1200 metres of ink and the barrel laser engraves to a brass colour.
",,,,Dia 11mm x L 137.5mm x 14mm (includes clip).,Loose packed or an optional presentation box or sleeve.,105260-0.jpg,,,silver|Blue|Black,silver|Blue|Black,,,,,,Pad Print|Laser Engraving,Pad Print Positions D &amp E - 50mm x 6mm.|Laser Engraving Positions D &amp E - 50mm x 6mm.,,,,,,,1 Position,1 Colour,Pad Print ,,,100,,100,2.23,250,2.18,500,2.13,1000,1.94,2500,1.75,,,,,,,Printing Per Col/Pos,0.1,50,,,,28,30,33,20,1000,0.0277,,,http://www.trendscollection.co.nz/item/105260,,
,,,,,195,103M105260,Super Nova Pen,,Pens,Pens/Pens - Metal,Writing Instruments | Metal Pens,,,No,"Retractable brass barrel ball pen with a lacquered barrel, a soft touch rubber lacquered grip and shiny Chrome accents. It has a Black ink Large Volume refill with 1200 metres of ink and the barrel laser engraves to a brass colour.
",,,,Dia 11mm x L 137.5mm x 14mm (includes clip).,Loose packed or an optional presentation box or sleeve.,105260-0.jpg,,,silver|Blue|Black,silver|Blue|Black,,,,,,Pad Print|Laser Engraving,Pad Print Positions D &amp E - 50mm x 6mm.|Laser Engraving Positions D &amp E - 50mm x 6mm.,,,,,,,2 Position,1 Colour,Pad Print,,,100,,100,2.4,250,2.35,500,2.3,1000,2.1,2500,1.9,,,,,,,Pad Print,0.1,100,Engraving Per Position,0.1,,28,30,33,20,1000,0.0277,,,http://www.trendscollection.co.nz/item/105260,,
,,,,,195,103M105260,Super Nova Pen,,Pens,Pens/Pens - Metal,Writing Instruments | Metal Pens,,,No,"Retractable brass barrel ball pen with a lacquered barrel, a soft touch rubber lacquered grip and shiny Chrome accents. It has a Black ink Large Volume refill with 1200 metres of ink and the barrel laser engraves to a brass colour.
",,,,Dia 11mm x L 137.5mm x 14mm (includes clip).,Loose packed or an optional presentation box or sleeve.,105260-0.jpg,,,silver|Blue|Black,silver|Blue|Black,,,,,,Pad Print|Laser Engraving,Pad Print Positions D &amp E - 50mm x 6mm.|Laser Engraving Positions D &amp E - 50mm x 6mm.,,,,,,,2 Position,Tone on Tone,Laser Engrave,,,100,,100,2.4,250,2.35,500,2.3,1000,2.1,2500,1.9,,,,,,,Laser Engraved,0.1,100,Engraving Per Position,0.1,,28,30,33,20,1000,0.0277,,,http://www.trendscollection.co.nz/item/105260,,
,,,,,196,103M105261,Avenger Pen,,Pens,Pens/Pens - Plastic,Writing Instruments | Plastic Pens,,,No,"Retractable plastic and metal ball pen with a white barrel, a frosted translucent soft touch rubber lacquered grip and shiny chrome trim. It can be branded in stunning full colour on both sides of the barrel. Avenger has a black TRENDS large volume refill with 1800 metres of German manufactured DOKUMENTAL ink and a tungsten carbide ball for improved writing quality. Blue ink is available for an additional charge.",,,,Dia 14mm x L 135mm x 17.5mm (includes clip).,Loose packed or an optional presentation box or sleeve.,105261-0.jpg,105261-1.jpg|105261-1.jpg|105261-2.jpg|105261-3.jpg|105261-4.jpg|105261-5.jpg|105261-6.jpg|105261-7.jpg|105261-8.jpg|105261-9.jpg,,white|yellow|orange|red|green|Blue|purple|Black,white|yellow|orange|red|green|Blue|purple|Black,105261-1.jpg|105261-1.jpg|105261-2.jpg|105261-3.jpg|105261-4.jpg|105261-5.jpg|105261-6.jpg|105261-7.jpg|105261-8.jpg|105261-9.jpg,,,,,Pad Print|Pad Print|Direct Digital|Direct Digital,Pad Print Positions D &amp E - 40mm x 9mm.|Pad Print Position K - 45mm x 5mm.|Direct Digital Positions D &amp E - 50mm x 9mm (Rhombus) or 45mm x 9mm. |Direct Digital Position K - 50mm x 7mm.,,,,,,,1 Position,1 Colour,Pad Print ,,,250,,250,0.76,500,0.74,1000,0.73,2500,0.66,5000,0.65,,,,,,,Printing Per Col/Pos,0.06,50,,,,22,31,53,14,1000,0.0361,,,http://www.trendscollection.co.nz/item/105261,,
,,,,,196,103M105261,Avenger Pen,,Pens,Pens/Pens - Plastic,Writing Instruments | Plastic Pens,,,No,"Retractable plastic and metal ball pen with a white barrel, a frosted translucent soft touch rubber lacquered grip and shiny chrome trim. It can be branded in stunning full colour on both sides of the barrel. Avenger has a black TRENDS large volume refill with 1800 metres of German manufactured DOKUMENTAL ink and a tungsten carbide ball for improved writing quality. Blue ink is available for an additional charge.",,,,Dia 14mm x L 135mm x 17.5mm (includes clip).,Loose packed or an optional presentation box or sleeve.,105261-0.jpg,105261-1.jpg|105261-1.jpg|105261-2.jpg|105261-3.jpg|105261-4.jpg|105261-5.jpg|105261-6.jpg|105261-7.jpg|105261-8.jpg|105261-9.jpg,,white|yellow|orange|red|green|Blue|purple|Black,white|yellow|orange|red|green|Blue|purple|Black,105261-1.jpg|105261-1.jpg|105261-2.jpg|105261-3.jpg|105261-4.jpg|105261-5.jpg|105261-6.jpg|105261-7.jpg|105261-8.jpg|105261-9.jpg,,,,,Pad Print|Pad Print|Direct Digital|Direct Digital,Pad Print Positions D &amp E - 40mm x 9mm.|Pad Print Position K - 45mm x 5mm.|Direct Digital Positions D &amp E - 50mm x 9mm (Rhombus) or 45mm x 9mm. |Direct Digital Position K - 50mm x 7mm.,,,,,,,2 Position,1 Colour,Pad Print,,,250,,250,0.87,500,0.85,1000,0.83,2500,0.76,5000,0.74,,,,,,,Pad Print,0.06,100,Pad Print,0.06,,22,31,53,14,1000,0.0361,,,http://www.trendscollection.co.nz/item/105261,,
,,,,,196,103M105261,Avenger Pen,,Pens,Pens/Pens - Plastic,Writing Instruments | Plastic Pens,,,No,"Retractable plastic and metal ball pen with a white barrel, a frosted translucent soft touch rubber lacquered grip and shiny chrome trim. It can be branded in stunning full colour on both sides of the barrel. Avenger has a black TRENDS large volume refill with 1800 metres of German manufactured DOKUMENTAL ink and a tungsten carbide ball for improved writing quality. Blue ink is available for an additional charge.",,,,Dia 14mm x L 135mm x 17.5mm (includes clip).,Loose packed or an optional presentation box or sleeve.,105261-0.jpg,105261-1.jpg|105261-1.jpg|105261-2.jpg|105261-3.jpg|105261-4.jpg|105261-5.jpg|105261-6.jpg|105261-7.jpg|105261-8.jpg|105261-9.jpg,,white|yellow|orange|red|green|Blue|purple|Black,white|yellow|orange|red|green|Blue|purple|Black,105261-1.jpg|105261-1.jpg|105261-2.jpg|105261-3.jpg|105261-4.jpg|105261-5.jpg|105261-6.jpg|105261-7.jpg|105261-8.jpg|105261-9.jpg,,,,,Pad Print|Pad Print|Direct Digital|Direct Digital,Pad Print Positions D &amp E - 40mm x 9mm.|Pad Print Position K - 45mm x 5mm.|Direct Digital Positions D &amp E - 50mm x 9mm (Rhombus) or 45mm x 9mm. |Direct Digital Position K - 50mm x 7mm.,,,,,,,1 Position,Full Colour,Digital Print,,,250,,250,1,500,0.99,1000,0.97,2500,0.89,5000,0.81,,,,,,,Printing Per Col/Pos,0.2,50,Direct Digital Per Position,,,22,31,53,14,1000,0.0361,,,http://www.trendscollection.co.nz/item/105261,,
