member_supplier_name,membership_number,catalogue_name,brand_name,label_name,appa_product_code,product_code,product_name,product_code_group,categorisation,category_ /_sub category,Memento Category,additional_keywords,product_tags,discontinued_stock,product_description,description_additional,product_features,product_materials,product_item_size,product_packaging_inner,product_image_file_name,alternate_views_image_file_names,group_image_file_name,colours_available_appa,colours_available_supplier,colour_image_file_names,colour_product_codes,product_sizes,size_images,size_product_code,decoration_options_available,decoration_areas,indent_only,branded,custom_field_1,custom_field_2,custom_field_3,price_decoration_description,decoration position ,decoration color,decoration_type,price_product_code,price_notes,MOQ,IOQ,qty_1, Sell Price ,qty_2, sell 2 ,qty_3,sell_3,qty_4,sell_4,qty_5,sell_5,qty_6,sell_6,qty_7,sell_7,qty_8,sell_8,additional_charges_name1,additional_charge_value1,Set-up Charge,additional_charges_notes1,additional_charges_name2,additional_charge_value2,additional_charges_notes2,carton_height,carton_width,carton_depth,carton_weight,carton_qty,carton_cubic,carton_notes,freight_description,product_URL,
,,,,,1,103M100087,Business Cards,,Print,Print/Business Cards,Stationery | Business Cards,,,No,"Business cards printed on 300gsm matt finish board. The reverse can be printed in one colour or full colour.
",,,,W 55mm x L 90mm.,Boxes of 125.,100087-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Digital Print,Digital Print 90mm x 55mm (plus bleed if required).,,,,,,,1 Position,Full Colour,Digital Print,,,250,,250,0.5,500,0.47,1000,0.43,2500,0.38,5000,0.34,,,,,,,Full Colour Print,0,50,,,,30,7,15,1,500,0.0032,,,http://www.trendscollection.co.nz/item/100087,,
,,,,,1,103M100087,Business Cards,,Print,Print/Business Cards,Stationery | Business Cards,,,No,"Business cards printed on 300gsm matt finish board. The reverse can be printed in one colour or full colour.
",,,,W 55mm x L 90mm.,Boxes of 125.,100087-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Digital Print,Digital Print 90mm x 55mm (plus bleed if required).,,,,,,,2 Position,Full Colour,Digital Print,,,250,,250,0.57,500,0.54,1000,0.5,2500,0.45,5000,0.4,,,,,,,Full Colour Print,0,100,Printing on Reverse,0.04,,30,7,15,1,500,0.0032,,,http://www.trendscollection.co.nz/item/100087,,
,,,,,2,103M100109,AD Labels 40 x 20mm,,Print,Print/Ad Labels,Stationery | Labels - Magnets,,,No,Standard sized permanent vinyl adhesive labels that are UV and solvent resistant.,,,,W 40mm x H 20mm.,Loose packed in sheets.,100109-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Digital Label,"Digital Label As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Digital Label,,,250,,250,0.22,500,0.19,1000,0.17,2500,0.17,5000,0.17,,,,,,,Full Colour Print,0,50,,0,,7,30,30,1,1000,0.0063,,,http://www.trendscollection.co.nz/item/100109,,
,,,,,3,103M100110,AD Labels 55 x 24mm,,Print,Print/Ad Labels,Stationery | Labels - Magnets,,,No,Standard sized permanent vinyl adhesive labels that are UV and solvent resistant.,,,,W 55mm x H 24mm.,Loose packed in sheets.,100110-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Digital Label,"Digital Label As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Digital Label,,,250,,250,0.31,500,0.29,1000,0.28,2500,0.26,5000,0.25,,,,,,,Full Colour Print,0,50,,0,,6,30,30,1,1000,0.0054,,,http://www.trendscollection.co.nz/item/100110,,
,,,,,4,103M100111,AD Labels 50 x 50mm,,Print,Print/Ad Labels,Stationery | Labels - Magnets,,,No,Standard sized permanent vinyl adhesive labels that are UV and solvent resistant.,,,,W 50mm x H 50mm.,Loose packed in sheets.,100111-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Digital Label,"Digital Label As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Digital Label,,,250,,250,0.55,500,0.54,1000,0.52,2500,0.48,5000,0.47,,,,,,,Full Colour Print,0,50,,0,,9,30,30,1.5,1000,0.0081,,,http://www.trendscollection.co.nz/item/100111,,
,,,,,5,103M100112,AD Labels 60 x 40mm,,Print,Print/Ad Labels,Stationery | Labels - Magnets,,,No,Standard sized permanent vinyl adhesive labels that are UV and solvent resistant.,,,,W 60mm x H 40mm.,Loose packed in sheets.,100112-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Digital Label,"Digital Label As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Digital Label,,,250,,250,0.54,500,0.5,1000,0.5,2500,0.47,5000,0.45,,,,,,,Full Colour Print,0,50,,0,,10,30,30,1.6,1000,0.009,,,http://www.trendscollection.co.nz/item/100112,,
,,,,,6,103M100113,AD Labels 70 x 50mm - House Shaped,,Print,Print/Ad Labels,Stationery | Labels - Magnets,,,No,Standard sized permanent vinyl adhesive labels that are UV and solvent resistant.,,,,W 70mm x H 50mm.,Loose packed in sheets.,100113-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Digital Label,"Digital Label As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Digital Label,,,250,,250,0.8,500,0.78,1000,0.76,2500,0.69,5000,0.69,,,,,,,Full Colour Print,0,50,,0,,11,30,30,1.9,1000,0.0099,,,http://www.trendscollection.co.nz/item/100113,,
,,,,,7,103M100114,AD Labels 60mm - Circle,,Print,Print/Ad Labels,Stationery | Labels - Magnets,,,No,Standard sized permanent vinyl adhesive labels that are UV and solvent resistant.,,,,Dia 60mm.,Loose packed in sheets.,100114-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Digital Label,"Digital Label As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Digital Label,,,250,,250,0.67,500,0.66,1000,0.64,2500,0.6,5000,0.58,,,,,,,Full Colour Print,0,50,,0,,14,30,30,2.4,1000,0.0126,,,http://www.trendscollection.co.nz/item/100114,,
,,,,,8,103M100115,AD Labels 90 x 25mm,,Print,Print/Ad Labels,Stationery | Labels - Magnets,,,No,Standard sized permanent vinyl adhesive labels that are UV and solvent resistant.,,,,W 90mm x H 25mm.,Loose packed in sheets.,100115-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Digital Label,"Digital Label As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Digital Label,,,250,,250,0.5,500,0.47,1000,0.45,2500,0.43,5000,0.42,,,,,,,Full Colour Print,0,50,,0,,13,30,30,2,1000,0.0117,,,http://www.trendscollection.co.nz/item/100115,,
,,,,,9,103M100116,AD Labels 78 x 48mm,,Print,Print/Ad Labels,Stationery | Labels - Magnets,,,No,Standard sized permanent vinyl adhesive labels that are UV and solvent resistant.,,,,W 78mm x H 48mm.,Loose packed in sheets.,100116-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Digital Label,"Digital Label As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Digital Label,,,250,,250,0.78,500,0.76,1000,0.74,2500,0.69,5000,0.68,,,,,,,Full Colour Print,0,50,,0,,11,30,30,1.9,1000,0.0099,,,http://www.trendscollection.co.nz/item/100116,,
,,,,,10,103M100117,AD Labels 250 x 50mm,,Print,Print/Ad Labels,Stationery | Labels - Magnets,,,No,Standard sized permanent vinyl adhesive labels that are UV and solvent resistant.,,,,W 250mm x H 50mm.,Loose packed in sheets.,100117-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Digital Label,"Digital Label As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Digital Label,,,250,,250,2.89,500,2.77,1000,2.85,2500,2.47,5000,2.28,,,,,,,Full Colour Print,0,50,,0,,28,30,30,4.8,1000,0.0252,,,http://www.trendscollection.co.nz/item/100117,,
,,,,,11,103M100127,Resin Coated Labels 30 x 12mm,,Print,Print/Resin Labels,Stationery | Labels - Magnets,,,No,"Resin coated adhesive labels suitable for branding many different types of products like cars, computers, whiteware, furniture, electronics etc. Special sizes and shapes are available on request.",,,,W 30mm x H 12mm.,Loose packed in sheets.,100127-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Resin Coated Finish,"Resin Coated Finish As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Resin Coated Finish,,,250,,250,0.5,500,0.38,1000,0.31,2500,0.28,5000,0.25,,,,,,,Full Colour Print,0,50,,0,,10,30,30,1,1000,0.009,,,http://www.trendscollection.co.nz/item/100127,,
,,,,,12,103M100128,Resin Coated Labels 40 x 20mm,,Print,Print/Resin Labels,Stationery | Labels - Magnets,,,No,"Resin coated adhesive labels suitable for branding many different types of products like cars, computers, whiteware, furniture, electronics etc. Special sizes and shapes are available on request.",,,,W 40mm x H 20mm.,Loose packed in sheets.,100128-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Resin Coated Finish,"Resin Coated Finish As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Resin Coated Finish,,,250,,250,0.78,500,0.66,1000,0.59,2500,0.53,5000,0.5,,,,,,,Full Colour Print,0,50,,0,,12,30,30,2,1000,0.0108,,,http://www.trendscollection.co.nz/item/100128,,
,,,,,13,103M100129,Resin Coated Labels 55 x 15mm,,Print,Print/Resin Labels,Stationery | Labels - Magnets,,,No,"Resin coated adhesive labels suitable for branding many different types of products like cars, computers, whiteware, furniture, electronics etc. Special sizes and shapes are available on request.",,,,W 55mm x H 15mm.,Loose packed in sheets.,100129-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Resin Coated Finish,"Resin Coated Finish As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Resin Coated Finish,,,250,,250,0.8,500,0.66,1000,0.61,2500,0.53,5000,0.52,,,,,,,Full Colour Print,0,50,,0,,13,30,30,2,1000,0.0117,,,http://www.trendscollection.co.nz/item/100129,,
,,,,,14,103M100130,Resin Coated Labels 55 x 24mm,,Print,Print/Resin Labels,Stationery | Labels - Magnets,,,No,"Resin coated adhesive labels suitable for branding many different types of products like cars, computers, whiteware, furniture, electronics etc. Special sizes and shapes are available on request.",,,,W 55mm x H 24mm.,Loose packed in sheets.,100130-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Resin Coated Finish,"Resin Coated Finish As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Resin Coated Finish,,,250,,250,1.11,500,0.97,1000,0.92,2500,0.82,5000,0.75,,,,,,,Full Colour Print,0,50,,0,,15,30,30,3,1000,0.0135,,,http://www.trendscollection.co.nz/item/100130,,
,,,,,15,103M100131,Resin Coated Labels 24mm Circle,,Print,Print/Resin Labels,Stationery | Labels - Magnets,,,No,"Resin coated adhesive labels suitable for branding many different types of products like cars, computers, white ware, furniture, electronics etc. Special sizes and shapes are available on request.",,,,Dia 24mm.,Loose packed in sheets.,100131-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Resin Coated Finish,"Resin Coated Finish As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Resin Coated Finish,,,250,,250,0.59,500,0.47,1000,0.4,2500,0.35,5000,0.32,,,,,,,Full Colour Print,0,50,,0,,12,30,30,2,1000,0.0108,,,http://www.trendscollection.co.nz/item/100131,,
,,,,,16,103M100132,Resin Coated Labels 35mm Circle,,Print,Print/Resin Labels,Stationery | Labels - Magnets,,,No,"Resin coated adhesive labels suitable for branding many different types of products like cars, computers, whiteware, furniture, electronics etc. Special sizes and shapes are available on request.",,,,Dia 35mm.,Loose packed in sheets.,100132-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Resin Coated Finish,"Resin Coated Finish As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Resin Coated Finish,,,250,,250,0.95,500,0.83,1000,0.76,2500,0.68,5000,0.66,,,,,,,Full Colour Print,0,50,,0,,15,30,30,3,1000,0.0135,,,http://www.trendscollection.co.nz/item/100132,,
,,,,,17,103M100133,Resin Coated Labels 30mm - Square,,Print,Print/Resin Labels,Stationery | Labels - Magnets,,,No,"Resin coated adhesive labels suitable for branding many different types of products like cars, computers, whiteware, furniture, electronics etc. Special sizes and shapes are available on request.",,,,W 30mm x H 30mm.,Loose packed in sheets.,100133-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Resin Coated Finish,"Resin Coated Finish As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Resin Coated Finish,,,250,,250,0.85,500,0.73,1000,0.66,2500,0.6,5000,0.56,,,,,,,Full Colour Print,0,50,,0,,12,30,30,2,1000,0.0108,,,http://www.trendscollection.co.nz/item/100133,,
,,,,,18,103M100134,Resin Coated Labels 55 x 24mm - Oval,,Print,Print/Resin Labels,Stationery | Labels - Magnets,,,No,"Resin coated adhesive labels suitable for branding many different types of products like cars, computers, whiteware, furniture, electronics etc. Special sizes and shapes are available on request.",,,,W 55mm x H 24mm.,Loose packed in sheets.,100134-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Resin Coated Finish,"Resin Coated Finish As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Resin Coated Finish,,,250,,250,1.11,500,0.97,1000,0.92,2500,0.82,5000,0.75,,,,,,,Full Colour Print,0,50,,0,,15,30,30,3,1000,0.0135,,,http://www.trendscollection.co.nz/item/100134,,
,,,,,19,103M100135,Resin Coated Labels 90 x 30mm Oval,,Print,Print/Resin Labels,Stationery | Labels - Magnets,,,No,"Resin coated adhesive labels suitable for branding many different types of products like cars, computers, whiteware, furniture, electronics etc. Special sizes and shapes are available on request.",,,,W 90mm x H 30mm.,Loose packed in sheets.,100135-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Resin Coated Finish,"Resin Coated Finish As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Resin Coated Finish,,,250,,250,1.78,500,1.66,1000,1.59,2500,1.45,5000,1.33,,,,,,,Full Colour Print,0,50,,0,,26,30,30,6,1000,0.0234,,,http://www.trendscollection.co.nz/item/100135,,
,,,,,20,103M100136,Resin Coated Labels 74 x 43mm Oval,,Print,Print/Resin Labels,Stationery | Labels - Magnets,,,No,"Resin coated adhesive labels suitable for branding many different types of products like cars, computers, whiteware, furniture, electronics etc. Special sizes and shapes are available on request.",,,,W 74mm x H 43mm.,Loose packed in sheets.,100136-0.jpg,,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black,,,,,,Resin Coated Finish,"Resin Coated Finish As illustrated, print can bleed off on all sides.",,,,,,,1 Position,Full Colour,Resin Coated Finish,,,250,,250,2.06,500,1.87,1000,1.87,2500,1.58,5000,1.46,,,,,,,Full Colour Print,0,50,,0,,26,30,30,6,1000,0.0234,,,http://www.trendscollection.co.nz/item/100136,,
,,,,,21,103M100144,X-Stream Shot Drink Bottle,,Drinkware,Drinkware/Drink Bottles,Drink & Water Bottles | Plastic Drink Bottles,,,No,"BPA free 750ml drink bottle which is manufactured from recyclable food safe polyethylene. It has a screw on cap that features the patented X-Stream non drip, self sealing drinking valve. ",,,,Dia 75mm x H 270mm.,Loose packed.,100144-0.jpg,100144-1.jpg|100144-1.jpg|100144-2.jpg|100144-3.jpg|100144-4.jpg|100144-5.jpg|100144-6.jpg|100144-7.jpg|100144-8.jpg|100144-9.jpg|100144-10.jpg|100144-11.jpg|100144-12.jpg|100144-13.jpg|100144-14.jpg|100144-15.jpg,,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black|silver,white|yellow|orange|red|bright green|green|light blue|Blue|purple|Black|silver,100144-1.jpg|100144-1.jpg|100144-2.jpg|100144-3.jpg|100144-4.jpg|100144-5.jpg|100144-6.jpg|100144-7.jpg|100144-8.jpg|100144-9.jpg|100144-10.jpg|100144-11.jpg|100144-12.jpg|100144-13.jpg|100144-14.jpg|100144-15.jpg,,,,,Screen Print,Screen Print Please refer to template.,,,,,,,1 Position,1 Colour,Screen Print,,,100,,100,4.83,300,4.62,500,4.76,1000,4.08,2500,3.76,,,,,,,Printing Per Col/Pos,0.3,50,,,,75,39,51,8.2,100,0.1492,,,http://www.trendscollection.co.nz/item/100144,,
,,,,,22,103M100153,Action Sipper Drink Bottle,,Drinkware,Drinkware/Drink Bottles,Drink & Water Bottles | Plastic Drink Bottles,,,No,BPA free 500ml drink bottle which is manufactured from recyclable food safe polyethylene. It has a reliable screw on cap with a leak proof push/pull mechanism.,,,,Dia 65mm x H 235mm.,Loose packed.,100153-0.jpg,100153-1.jpg|100153-1.jpg|100153-2.jpg|100153-3.jpg|100153-4.jpg|100153-5.jpg|100153-6.jpg|100153-7.jpg|100153-8.jpg|100153-9.jpg|100153-10.jpg|100153-11.jpg|100153-12.jpg|100153-13.jpg|100153-14.jpg|100153-15.jpg,,natural|white|yellow|orange|pink|red|bright|bright green|green|bright green|green|light blue|Blue|purple|Black|silver,natural|white|yellow|orange|pink|red|bright|bright green|green|bright green|green|light blue|Blue|purple|Black|silver,100153-1.jpg|100153-1.jpg|100153-2.jpg|100153-3.jpg|100153-4.jpg|100153-5.jpg|100153-6.jpg|100153-7.jpg|100153-8.jpg|100153-9.jpg|100153-10.jpg|100153-11.jpg|100153-12.jpg|100153-13.jpg|100153-14.jpg|100153-15.jpg,,,,,Screen Print,Screen Print Please refer to template.,,,,,,,1 Position,1 Colour,Screen Print,,,100,,100,4.13,300,3.92,500,4,1000,3.66,2500,3.1,,,,,,,Printing Per Col/Pos,0.3,50,,,,68,34,49,5.7,100,0.1133,,,http://www.trendscollection.co.nz/item/100153,,
,,,,,23,103M100166,Supa Sipper Drink Bottle,,Drinkware,Drinkware/Drink Bottles,Drink & Water Bottles | Plastic Drink Bottles,,,No,"BPA free 800ml drink bottle which is manufactured from recyclable food safe polyethylene. It has a reliable screw on cap with a leak proof push/pull mechanism.
",,,,Dia 75mm x H 270mm.,Loose packed.,100166-0.jpg,100166-1.jpg|100166-1.jpg|100166-2.jpg|100166-3.jpg|100166-4.jpg|100166-5.jpg|100166-6.jpg|100166-7.jpg|100166-8.jpg|100166-9.jpg|100166-10.jpg|100166-11.jpg|100166-12.jpg|100166-13.jpg|100166-14.jpg|100166-15.jpg,,natural|white|yellow|orange|pink|red|bright|bright green|green|bright green|green|light blue|Blue|purple|Black|silver,natural|white|yellow|orange|pink|red|bright|bright green|green|bright green|green|light blue|Blue|purple|Black|silver,100166-1.jpg|100166-1.jpg|100166-2.jpg|100166-3.jpg|100166-4.jpg|100166-5.jpg|100166-6.jpg|100166-7.jpg|100166-8.jpg|100166-9.jpg|100166-10.jpg|100166-11.jpg|100166-12.jpg|100166-13.jpg|100166-14.jpg|100166-15.jpg,,,,,Screen Print,Screen Print Please refer to template.,,,,,,,1 Position,1 Colour,Screen Print,,,100,,100,4.48,300,4.25,500,4.34,1000,3.98,2500,3.38,,,,,,,Printing Per Col/Pos,0.3,50,,,,75,39,56,7.3,100,0.1638,,,http://www.trendscollection.co.nz/item/100166,,
,,,,,24,103M100186,Small Flyer,,Promotion,Promotion/Promotion,Games & Toys | Flyers,,,No,Small recreational flying disc with a very prominent branding area.,,,,Dia 145mm x 19mm.,Loose packed.,100186-0.jpg,100186-1.jpg|100186-1.jpg|100186-2.jpg|100186-3.jpg|100186-4.jpg|100186-5.jpg|100186-6.jpg|100186-7.jpg,,white|yellow|orange|red|green|Blue|Black,white|yellow|orange|red|green|Blue|Black,100186-1.jpg|100186-1.jpg|100186-2.jpg|100186-3.jpg|100186-4.jpg|100186-5.jpg|100186-6.jpg|100186-7.jpg,,,,,Screen Print|Direct Digital,Screen Print 90mm circle (one colour).|Direct Digital 100mm circle.,,,,,,,1 Position,1 Colour,Screen Print,,,250,,250,1.63,500,1.59,1000,1.56,2500,1.42,5000,1.29,,,,,,,Printing Per Col/Pos,0.25,50,,,,37,33,48,8.8,127,0.0586,,,http://www.trendscollection.co.nz/item/100186,,
,,,,,24,103M100186,Small Flyer,,Promotion,Promotion/Promotion,Games & Toys | Flyers,,,No,Small recreational flying disc with a very prominent branding area.,,,,Dia 145mm x 19mm.,Loose packed.,100186-0.jpg,100186-1.jpg|100186-1.jpg|100186-2.jpg|100186-3.jpg|100186-4.jpg|100186-5.jpg|100186-6.jpg|100186-7.jpg,,white|yellow|orange|red|green|Blue|Black,white|yellow|orange|red|green|Blue|Black,100186-1.jpg|100186-1.jpg|100186-2.jpg|100186-3.jpg|100186-4.jpg|100186-5.jpg|100186-6.jpg|100186-7.jpg,,,,,Screen Print|Direct Digital,Screen Print 90mm circle (one colour).|Direct Digital 100mm circle.,,,,,,,1 Position,2 Colour,Screen Print,,,250,,250,2.06,500,1.95,1000,1.99,2500,1.69,5000,1.54,,,,,,,Screen Print,0.25,100,Screen Print,0.25,,37,33,48,8.8,127,0.0586,,,http://www.trendscollection.co.nz/item/100186,,
,,,,,24,103M100186,Small Flyer,,Promotion,Promotion/Promotion,Games & Toys | Flyers,,,No,Small recreational flying disc with a very prominent branding area.,,,,Dia 145mm x 19mm.,Loose packed.,100186-0.jpg,100186-1.jpg|100186-1.jpg|100186-2.jpg|100186-3.jpg|100186-4.jpg|100186-5.jpg|100186-6.jpg|100186-7.jpg,,white|yellow|orange|red|green|Blue|Black,white|yellow|orange|red|green|Blue|Black,100186-1.jpg|100186-1.jpg|100186-2.jpg|100186-3.jpg|100186-4.jpg|100186-5.jpg|100186-6.jpg|100186-7.jpg,,,,,Screen Print|Direct Digital,Screen Print 90mm circle (one colour).|Direct Digital 100mm circle.,,,,,,,1 Position,Full Colour,Digital Print,,,250,,250,2.58,500,2.45,1000,2.51,2500,2.14,5000,1.96,,,,,,,Digital Print,0.8,50,,,,37,33,48,8.8,127,0.0586,,,http://www.trendscollection.co.nz/item/100186,,
,,,,,25,103M100194,Large Flyer,,Promotion,Promotion/Promotion,Games & Toys | Flyers,,,No,Full size recreational flying disc with a very prominent branding area. ,,,,Dia 215mm x 25mm.,Loose packed.,100194-0.jpg,100194-1.jpg|100194-1.jpg|100194-2.jpg|100194-3.jpg|100194-4.jpg|100194-5.jpg|100194-6.jpg|100194-7.jpg|100194-8.jpg|100194-9.jpg|100194-10.jpg|100194-11.jpg|100194-12.jpg,,white|yellow|orange|red|green|Blue|Black,white|yellow|orange|red|green|Blue|Black,100194-1.jpg|100194-1.jpg|100194-2.jpg|100194-3.jpg|100194-4.jpg|100194-5.jpg|100194-6.jpg|100194-7.jpg|100194-8.jpg|100194-9.jpg|100194-10.jpg|100194-11.jpg|100194-12.jpg,,,,,Screen Print|Direct Digital,Screen Print 135mm circle (one colour).|Direct Digital 140mm circle.,,,,,,,1 Position,1 Colour,Screen Print,,,100,,100,2.99,250,2.94,500,2.89,1000,2.65,2500,2.41,,,,,,,Printing Per Col/Pos,0.25,50,,,,37,46,46,8,125,0.0783,,,http://www.trendscollection.co.nz/item/100194,,
,,,,,25,103M100194,Large Flyer,,Promotion,Promotion/Promotion,Games & Toys | Flyers,,,No,Full size recreational flying disc with a very prominent branding area. ,,,,Dia 215mm x 25mm.,Loose packed.,100194-0.jpg,100194-1.jpg|100194-1.jpg|100194-2.jpg|100194-3.jpg|100194-4.jpg|100194-5.jpg|100194-6.jpg|100194-7.jpg|100194-8.jpg|100194-9.jpg|100194-10.jpg|100194-11.jpg|100194-12.jpg,,white|yellow|orange|red|green|Blue|Black,white|yellow|orange|red|green|Blue|Black,100194-1.jpg|100194-1.jpg|100194-2.jpg|100194-3.jpg|100194-4.jpg|100194-5.jpg|100194-6.jpg|100194-7.jpg|100194-8.jpg|100194-9.jpg|100194-10.jpg|100194-11.jpg|100194-12.jpg,,,,,Screen Print|Direct Digital,Screen Print 135mm circle (one colour).|Direct Digital 140mm circle.,,,,,,,1 Position,2 Colour,Screen Print,,,100,,100,3.43,250,3.37,500,3.32,1000,3.05,2500,2.78,,,,,,,Screen Print,0.25,100,Screen Print,0.25,,37,46,46,8,125,0.0783,,,http://www.trendscollection.co.nz/item/100194,,
,,,,,25,103M100194,Large Flyer,,Promotion,Promotion/Promotion,Games & Toys | Flyers,,,No,Full size recreational flying disc with a very prominent branding area. ,,,,Dia 215mm x 25mm.,Loose packed.,100194-0.jpg,100194-1.jpg|100194-1.jpg|100194-2.jpg|100194-3.jpg|100194-4.jpg|100194-5.jpg|100194-6.jpg|100194-7.jpg|100194-8.jpg|100194-9.jpg|100194-10.jpg|100194-11.jpg|100194-12.jpg,,white|yellow|orange|red|green|Blue|Black,white|yellow|orange|red|green|Blue|Black,100194-1.jpg|100194-1.jpg|100194-2.jpg|100194-3.jpg|100194-4.jpg|100194-5.jpg|100194-6.jpg|100194-7.jpg|100194-8.jpg|100194-9.jpg|100194-10.jpg|100194-11.jpg|100194-12.jpg,,,,,Screen Print|Direct Digital,Screen Print 135mm circle (one colour).|Direct Digital 140mm circle.,,,,,,,1 Position,Full Colour,Digital Print,,,100,,100,4.29,250,4.08,500,4.19,1000,3.85,2500,3.28,,,,,,,Digital Print,1,50,,,,37,46,46,8,125,0.0783,,,http://www.trendscollection.co.nz/item/100194,,
,,,,,27,103M100245,Budget Key Ring,,Key Rings,Key Rings/Key Rings,Keyrings | Plastic Keyrings,,,No,Affordable hard plastic key ring.,,,,W 32mm x L 70mm x 2mm (Dia 25mm ring).,Loose packed.,100245-0.jpg,100245-1.jpg|100245-1.jpg|100245-2.jpg|100245-3.jpg|100245-4.jpg|100245-5.jpg,,white|yellow|red|Blue|green,white|yellow|red|Blue|green,100245-1.jpg|100245-1.jpg|100245-2.jpg|100245-3.jpg|100245-4.jpg|100245-5.jpg,,,,,Pad Print|Resin Coated Finish,Pad Print 45mm x 20mm on both sides.|Resin Coated Finish 55mm x 26mm (plus bleed if required).,,,,,,,1 Position,1 Colour,Pad Print ,,,250,,250,0.88,500,0.87,1000,0.85,2500,0.77,5000,0.76,,,,,,,Printing Per Col/Pos,0.12,50,,,,21,28,45,6.5,1000,0.0265,,,http://www.trendscollection.co.nz/item/100245,,
